Options:
Model:                           MultiState
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh.txt
Log File Name:                   hh.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3477853148
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   hh.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - Hyper Prior exp (0.00,0.05) 
        q10 - Hyper Prior exp (0.00,0.05) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	q01	q10	Root P(0)	Root P(1)	q01 - Mean	q10 - Mean	
939000	-66.432657	393	0.148343	0.073582	0.287927	0.712073	0.030911	0.037813	
940000	-68.295407	7	0.117485	0.044999	0.177346	0.822654	0.047395	0.027676	
941000	-66.851054	911	0.160788	0.050307	0.359630	0.640370	0.030903	0.015620	
942000	-66.882388	279	0.101138	0.127651	0.008942	0.991058	0.021894	0.043034	
943000	-66.689308	272	0.133606	0.040953	0.287358	0.712642	0.045688	0.024757	
944000	-68.387277	775	0.105200	0.020354	0.163268	0.836732	0.034764	0.028672	
945000	-74.373211	195	0.064612	0.018622	0.027311	0.972689	0.035703	0.006741	
946000	-66.738668	932	0.059217	0.108473	0.002924	0.997076	0.038009	0.039023	
947000	-68.298009	130	0.108327	0.011705	0.479343	0.520657	0.049300	0.022016	
948000	-66.280501	487	0.091905	0.165508	0.028189	0.971811	0.017210	0.046713	
949000	-66.588435	283	0.171604	0.080541	0.395383	0.604617	0.040517	0.045363	
950000	-67.680826	965	0.066436	0.110728	0.009459	0.990541	0.046071	0.031214	
951000	-65.979437	937	0.077855	0.115981	0.003490	0.996510	0.027882	0.039236	
952000	-67.669227	333	0.066702	0.092545	0.006456	0.993544	0.034365	0.047337	
953000	-66.205467	687	0.172769	0.011691	0.770753	0.229247	0.046030	0.037910	
954000	-72.731669	276	0.038307	0.045691	0.003977	0.996023	0.037258	0.027230	
955000	-65.980267	740	0.146943	0.021036	0.500554	0.499446	0.038118	0.022193	
956000	-68.141036	223	0.079193	0.063479	0.013856	0.986144	0.037179	0.046023	
957000	-65.910896	433	0.079238	0.148996	0.002079	0.997921	0.033007	0.045438	
958000	-66.870085	781	0.116597	0.062097	0.130826	0.869174	0.042812	0.026414	
959000	-68.079107	584	0.177810	0.011267	0.727949	0.272051	0.048210	0.019114	
960000	-66.018705	756	0.141328	0.021247	0.381307	0.618693	0.045987	0.049505	
961000	-67.358685	619	0.048057	0.112435	0.004114	0.995886	0.040913	0.045344	
962000	-67.232260	182	0.043447	0.139946	0.000394	0.999606	0.038421	0.039021	
963000	-66.794288	972	0.125398	0.161132	0.026863	0.973137	0.035016	0.049091	
964000	-69.215125	48	0.042790	0.084539	0.000999	0.999001	0.041794	0.048648	
965000	-66.993257	66	0.134698	0.107407	0.111127	0.888873	0.038120	0.045494	
966000	-67.960230	19	0.181516	0.014552	0.700479	0.299521	0.046788	0.022049	
967000	-66.634151	619	0.113207	0.204298	0.031151	0.968849	0.044213	0.047823	
968000	-66.928394	923	0.152896	0.084193	0.317907	0.682093	0.040589	0.028422	
969000	-67.523821	890	0.134551	0.025403	0.296701	0.703299	0.028287	0.046223	
970000	-66.429596	756	0.118483	0.027124	0.189156	0.810844	0.047819	0.043170	
971000	-67.349777	259	0.073573	0.091130	0.003290	0.996710	0.032892	0.035803	
972000	-67.160858	552	0.133927	0.059653	0.212376	0.787624	0.038158	0.031479	
973000	-67.079167	546	0.096764	0.095357	0.008300	0.991700	0.044283	0.045257	
974000	-65.891356	670	0.132070	0.092605	0.221496	0.778504	0.031468	0.032619	
975000	-68.624561	22	0.034589	0.155072	0.000203	0.999797	0.016632	0.041295	
976000	-66.720013	814	0.173670	0.042338	0.477955	0.522045	0.042003	0.028714	
977000	-69.584407	74	0.043231	0.071033	0.004131	0.995869	0.036904	0.027117	
978000	-67.160207	127	0.118804	0.070002	0.106671	0.893329	0.042241	0.021553	
979000	-67.858376	901	0.110772	0.029106	0.145262	0.854738	0.045203	0.023500	
980000	-67.890837	83	0.040760	0.119769	0.002935	0.997065	0.043890	0.029406	
981000	-68.230927	239	0.112452	0.061452	0.092395	0.907605	0.040657	0.030049	
982000	-66.914868	710	0.077494	0.114832	0.001299	0.998701	0.044427	0.049263	
983000	-66.504745	596	0.136951	0.085344	0.253615	0.746385	0.042249	0.044620	
984000	-67.339191	328	0.122289	0.066640	0.127942	0.872058	0.035375	0.046759	
985000	-67.264237	555	0.159372	0.041649	0.450276	0.549724	0.036228	0.022714	
986000	-65.647835	621	0.156074	0.031042	0.499842	0.500158	0.032616	0.044691	
987000	-66.410481	27	0.074127	0.173601	0.006160	0.993840	0.026641	0.039799	
988000	-67.961944	357	0.086667	0.075427	0.029273	0.970727	0.028014	0.047483	
989000	-66.183970	448	0.155566	0.016994	0.529071	0.470929	0.041079	0.022880	
990000	-67.843566	812	0.163154	0.000444	0.974567	0.025433	0.043494	0.020862	
991000	-67.043105	807	0.189505	0.106010	0.403151	0.596849	0.042239	0.045039	
992000	-66.175953	706	0.122391	0.014538	0.845203	0.154797	0.034889	0.033854	
993000	-72.840502	490	0.072854	0.035195	0.017977	0.982023	0.041099	0.033905	
994000	-68.410919	620	0.112638	0.019027	0.208887	0.791113	0.039135	0.046696	
995000	-66.682254	591	0.126182	0.111688	0.040802	0.959198	0.032075	0.027703	
996000	-66.578274	388	0.152020	0.009473	0.646543	0.353457	0.042967	0.049599	
997000	-66.724865	825	0.140071	0.065235	0.255323	0.744677	0.035183	0.036141	
998000	-66.468048	987	0.153908	0.000341	0.987064	0.012936	0.034013	0.026363	
999000	-67.941232	697	0.110153	0.017646	0.180302	0.819698	0.042076	0.043547	
1000000	-67.436281	796	0.133674	0.008772	0.572844	0.427156	0.035813	0.035332	
1001000	-66.608459	281	0.184560	0.035885	0.468673	0.531327	0.048948	0.023593	
1002000	-66.344563	555	0.089023	0.139152	0.005697	0.994303	0.020391	0.032297	
1003000	-67.572570	638	0.103119	0.037043	0.309964	0.690036	0.038389	0.019346	
1004000	-66.315812	332	0.160838	0.056238	0.336533	0.663467	0.049071	0.049253	
1005000	-66.418219	483	0.158122	0.042715	0.379768	0.620232	0.047993	0.029450	
1006000	-67.791490	195	0.139059	0.013696	0.477736	0.522264	0.035475	0.037220	
1007000	-67.166271	618	0.105344	0.038100	0.142700	0.857300	0.041400	0.028051	
1008000	-67.607565	827	0.108924	0.042645	0.110682	0.889318	0.040579	0.035734	
1009000	-65.789591	587	0.134108	0.044281	0.252483	0.747517	0.042494	0.047263	
1010000	-67.553819	243	0.102383	0.035785	0.133523	0.866477	0.045479	0.043749	
