Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin2.txt
Log File Name:                   DEP_pol2_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3967388577
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
224000	-128.440072	346	1	2	'0 0 0 0 Z Z 0 0 	D	0.200782	0.200782	0.200782	0.200782	0.000000	0.000000	0.200782	0.200782	0.311567	0.239512	0.000000	0.448922	0.235873	
225000	-131.052278	768	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.190953	0.190953	0.000000	0.000000	0.190953	0.190953	0.000000	0.028887	0.000000	0.971113	0.496070	
226000	-128.597906	148	1	3	'0 0 0 0 Z Z Z 0 	D	0.165623	0.165623	0.165623	0.165623	0.000000	0.000000	0.000000	0.165623	0.734642	0.265356	0.000000	0.000002	0.393130	
227000	-129.148169	308	1	1	'0 0 0 0 0 Z 0 0 	D	0.188506	0.188506	0.188506	0.188506	0.188506	0.000000	0.188506	0.188506	0.221196	0.113001	0.242053	0.423750	0.490998	
228000	-127.072196	288	1	0	'0 0 0 0 0 0 0 0 	I	0.118994	0.118994	0.118994	0.118994	0.118994	0.118994	0.118994	0.118994	0.049861	0.002435	0.903585	0.044120	0.167591	
229000	-126.742736	296	1	0	'0 0 0 0 0 0 0 0 	I	0.113138	0.113138	0.113138	0.113138	0.113138	0.113138	0.113138	0.113138	0.024291	0.000242	0.965846	0.009621	0.376947	
230000	-128.372133	753	1	1	'0 0 0 0 0 Z 0 0 	D	0.197228	0.197228	0.197228	0.197228	0.197228	0.000000	0.197228	0.197228	0.251660	0.137442	0.245567	0.365331	0.288627	
231000	-129.508065	759	1	1	'0 0 0 0 Z 0 0 0 	D	0.159007	0.159007	0.159007	0.159007	0.000000	0.159007	0.159007	0.159007	0.806429	0.064834	0.078937	0.049800	0.204473	
232000	-127.938577	502	1	0	'0 0 0 0 0 0 0 0 	I	0.102477	0.102477	0.102477	0.102477	0.102477	0.102477	0.102477	0.102477	0.014065	0.000316	0.963982	0.021637	0.175939	
233000	-128.803651	27	1	3	'0 0 0 0 Z Z Z 0 	D	0.132171	0.132171	0.132171	0.132171	0.000000	0.000000	0.000000	0.132171	0.870503	0.129494	0.000000	0.000002	0.099930	
234000	-131.901963	871	1	4	'0 0 0 0 Z Z Z Z 	D	0.127353	0.127353	0.127353	0.127353	0.000000	0.000000	0.000000	0.000000	0.989998	0.010002	0.000000	0.000000	0.255716	
235000	-128.325432	254	1	2	'0 0 0 0 Z 0 Z 0 	I	0.121322	0.121322	0.121322	0.121322	0.000000	0.121322	0.000000	0.121322	0.952432	0.047566	0.000002	0.000000	0.455337	
236000	-124.108207	762	2	0	'1 0 0 1 1 1 0 0 	D	0.045842	0.281167	0.281167	0.045842	0.045842	0.045842	0.281167	0.281167	0.017510	0.006578	0.323485	0.652427	0.157886	
237000	-131.584933	557	1	1	'0 0 0 0 0 Z 0 0 	D	0.278630	0.278630	0.278630	0.278630	0.278630	0.000000	0.278630	0.278630	0.270759	0.253713	0.170392	0.305137	0.348452	
238000	-129.564573	37	1	2	'0 0 0 0 Z Z 0 0 	D	0.204064	0.204064	0.204064	0.204064	0.000000	0.000000	0.204064	0.204064	0.343401	0.209020	0.000000	0.447579	0.295056	
239000	-127.361882	389	1	0	'0 0 0 0 0 0 0 0 	I	0.142113	0.142113	0.142113	0.142113	0.142113	0.142113	0.142113	0.142113	0.061052	0.002381	0.901415	0.035152	0.204573	
240000	-130.530586	382	1	1	'0 0 0 Z 0 0 0 0 	D	0.213966	0.213966	0.213966	0.000000	0.213966	0.213966	0.213966	0.213966	0.035961	0.000286	0.842470	0.121282	0.478897	
241000	-129.228339	215	1	1	'0 0 0 0 0 0 Z 0 	D	0.151204	0.151204	0.151204	0.151204	0.151204	0.151204	0.000000	0.151204	0.200946	0.020699	0.706510	0.071845	0.171192	
242000	-127.755981	367	1	0	'0 0 0 0 0 0 0 0 	I	0.121033	0.121033	0.121033	0.121033	0.121033	0.121033	0.121033	0.121033	0.026529	0.000609	0.951021	0.021841	0.161109	
243000	-130.450496	736	1	1	'0 0 0 0 0 0 0 Z 	D	0.132182	0.132182	0.132182	0.132182	0.132182	0.132182	0.132182	0.000000	0.110756	0.003439	0.885748	0.000056	0.332857	
244000	-130.073886	730	1	2	'0 0 0 0 Z 0 Z 0 	I	0.105571	0.105571	0.105571	0.105571	0.000000	0.105571	0.000000	0.105571	0.949043	0.050955	0.000001	0.000000	0.284075	
245000	-128.459977	725	1	3	'0 0 0 0 Z Z Z 0 	D	0.147540	0.147540	0.147540	0.147540	0.000000	0.000000	0.000000	0.147540	0.800235	0.199764	0.000000	0.000001	0.135197	
246000	-128.772140	108	1	0	'0 0 0 0 0 0 0 0 	I	0.162298	0.162298	0.162298	0.162298	0.162298	0.162298	0.162298	0.162298	0.125915	0.011321	0.791594	0.071170	0.310828	
247000	-129.937085	473	1	0	'0 0 0 0 0 0 0 0 	I	0.188719	0.188719	0.188719	0.188719	0.188719	0.188719	0.188719	0.188719	0.194272	0.022530	0.701809	0.081390	0.065674	
248000	-130.847777	805	2	0	'1 0 0 0 1 1 0 0 	D	0.092595	0.070234	0.070234	0.070234	0.092595	0.092595	0.070234	0.070234	0.010121	0.000113	0.978514	0.011252	0.495978	
249000	-130.660999	127	1	1	'0 0 0 Z 0 0 0 0 	D	0.134199	0.134199	0.134199	0.000000	0.134199	0.134199	0.134199	0.134199	0.005598	0.000006	0.964752	0.029645	0.386785	
250000	-128.005628	502	2	1	'1 1 1 1 1 Z 0 0 	D	0.179698	0.179698	0.179698	0.179698	0.179698	0.000000	0.076264	0.076264	0.403673	0.040762	0.519610	0.035955	0.048926	
251000	-130.315739	928	1	2	'0 0 0 0 Z Z 0 0 	D	0.220977	0.220977	0.220977	0.220977	0.000000	0.000000	0.220977	0.220977	0.337727	0.236929	0.000000	0.425344	0.113135	
252000	-125.968043	470	1	0	'0 0 0 0 0 0 0 0 	I	0.111444	0.111444	0.111444	0.111444	0.111444	0.111444	0.111444	0.111444	0.014792	0.000188	0.972654	0.012367	0.224901	
253000	-127.118707	123	1	0	'0 0 0 0 0 0 0 0 	I	0.158592	0.158592	0.158592	0.158592	0.158592	0.158592	0.158592	0.158592	0.167048	0.009201	0.780747	0.043004	0.393484	
254000	-126.006059	123	2	2	'1 0 0 1 Z 1 Z 1 	D	0.069253	0.263788	0.263788	0.069253	0.000000	0.069253	0.000000	0.069253	0.518921	0.481078	0.000000	0.000000	0.252140	
255000	-128.764518	689	1	0	'0 0 0 0 0 0 0 0 	I	0.112519	0.112519	0.112519	0.112519	0.112519	0.112519	0.112519	0.112519	0.039898	0.001899	0.914677	0.043526	0.381719	
256000	-128.471431	570	1	1	'0 0 0 0 0 Z 0 0 	D	0.170453	0.170453	0.170453	0.170453	0.170453	0.000000	0.170453	0.170453	0.226353	0.093048	0.297193	0.383405	0.089875	
257000	-129.512992	615	1	2	'0 0 0 0 0 Z 0 Z 	D	0.166365	0.166365	0.166365	0.166365	0.166365	0.000000	0.166365	0.000000	0.329735	0.029029	0.640073	0.001163	0.279889	
258000	-127.881717	418	1	2	'0 0 0 0 Z 0 Z 0 	I	0.150020	0.150020	0.150020	0.150020	0.000000	0.150020	0.000000	0.150020	0.925178	0.074821	0.000001	0.000000	0.210684	
259000	-128.374567	617	1	3	'0 0 0 0 Z Z Z 0 	D	0.160243	0.160243	0.160243	0.160243	0.000000	0.000000	0.000000	0.160243	0.851312	0.148687	0.000000	0.000001	0.233610	
260000	-129.107629	631	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.189326	0.189326	0.189326	0.000000	0.000000	0.189326	0.189326	0.000000	0.262183	0.000000	0.737817	0.263138	
261000	-128.779741	746	1	1	'0 0 0 0 0 Z 0 0 	D	0.166934	0.166934	0.166934	0.166934	0.166934	0.000000	0.166934	0.166934	0.194762	0.067002	0.255149	0.483088	0.380546	
262000	-128.422511	940	1	1	'0 0 0 0 0 Z 0 0 	D	0.135146	0.135146	0.135146	0.135146	0.135146	0.000000	0.135146	0.135146	0.161015	0.025034	0.298184	0.515767	0.471728	
263000	-127.701766	987	1	0	'0 0 0 0 0 0 0 0 	I	0.141391	0.141391	0.141391	0.141391	0.141391	0.141391	0.141391	0.141391	0.082775	0.003094	0.881194	0.032936	0.337329	
264000	-128.677146	526	1	3	'0 0 0 0 Z Z Z 0 	D	0.164899	0.164899	0.164899	0.164899	0.000000	0.000000	0.000000	0.164899	0.542982	0.457017	0.000000	0.000001	0.400670	
265000	-128.182143	943	1	1	'0 0 0 0 0 Z 0 0 	D	0.177917	0.177917	0.177917	0.177917	0.177917	0.000000	0.177917	0.177917	0.191110	0.081217	0.233372	0.494301	0.126761	
266000	-130.706165	81	1	3	'0 Z 0 0 Z Z 0 0 	D	0.318755	0.000000	0.318755	0.318755	0.000000	0.000000	0.318755	0.318755	0.003623	0.087310	0.000000	0.909067	0.491100	
267000	-130.071565	258	1	2	'0 0 0 0 Z Z 0 0 	D	0.200952	0.200952	0.200952	0.200952	0.000000	0.000000	0.200952	0.200952	0.326584	0.196913	0.000000	0.476503	0.336317	
268000	-130.036943	278	1	3	'0 0 0 0 Z Z 0 Z 	D	0.176999	0.176999	0.176999	0.176999	0.000000	0.000000	0.176999	0.000000	0.981212	0.018704	0.000000	0.000084	0.335743	
269000	-127.770819	157	1	0	'0 0 0 0 0 0 0 0 	I	0.132814	0.132814	0.132814	0.132814	0.132814	0.132814	0.132814	0.132814	0.078811	0.004979	0.861772	0.054439	0.235355	
270000	-126.851212	44	1	0	'0 0 0 0 0 0 0 0 	I	0.127678	0.127678	0.127678	0.127678	0.127678	0.127678	0.127678	0.127678	0.053158	0.002246	0.906303	0.038292	0.045359	
271000	-130.469249	155	1	0	'0 0 0 0 0 0 0 0 	I	0.188172	0.188172	0.188172	0.188172	0.188172	0.188172	0.188172	0.188172	0.245634	0.029006	0.648750	0.076610	0.185457	
272000	-128.021765	621	1	1	'0 0 0 0 0 Z 0 0 	D	0.154884	0.154884	0.154884	0.154884	0.154884	0.000000	0.154884	0.154884	0.169805	0.049984	0.353012	0.427200	0.228943	
273000	-129.582172	351	1	0	'0 0 0 0 0 0 0 0 	I	0.153351	0.153351	0.153351	0.153351	0.153351	0.153351	0.153351	0.153351	0.115004	0.008913	0.813067	0.063016	0.199651	
274000	-129.186800	76	1	1	'0 0 0 0 0 0 Z 0 	D	0.137647	0.137647	0.137647	0.137647	0.137647	0.137647	0.000000	0.137647	0.161765	0.011783	0.785288	0.041164	0.121927	
275000	-129.093400	510	1	1	'0 0 0 0 0 Z 0 0 	D	0.185616	0.185616	0.185616	0.185616	0.185616	0.000000	0.185616	0.185616	0.199070	0.092778	0.242454	0.465698	0.120057	
276000	-130.840627	771	1	4	'0 0 0 0 Z Z Z Z 	D	0.160575	0.160575	0.160575	0.160575	0.000000	0.000000	0.000000	0.000000	0.996301	0.003698	0.000000	0.000000	0.241595	
277000	-125.144230	864	2	0	'1 0 1 0 0 0 1 1 	D	0.161679	0.083295	0.161679	0.083295	0.083295	0.083295	0.161679	0.161679	0.006459	0.001336	0.839989	0.152216	0.313058	
278000	-130.148006	737	1	1	'0 0 0 Z 0 0 0 0 	D	0.195394	0.195394	0.195394	0.000000	0.195394	0.195394	0.195394	0.195394	0.022662	0.000118	0.903519	0.073701	0.160766	
279000	-128.701398	107	1	0	'0 0 0 0 0 0 0 0 	I	0.149235	0.149235	0.149235	0.149235	0.149235	0.149235	0.149235	0.149235	0.142883	0.021934	0.724037	0.111147	0.167709	
280000	-128.803376	501	1	1	'0 0 0 0 0 Z 0 0 	D	0.146457	0.146457	0.146457	0.146457	0.146457	0.000000	0.146457	0.146457	0.181751	0.053673	0.328718	0.435858	0.438462	
281000	-127.181025	449	1	0	'0 0 0 0 0 0 0 0 	I	0.155013	0.155013	0.155013	0.155013	0.155013	0.155013	0.155013	0.155013	0.218937	0.025018	0.678511	0.077533	0.491516	
282000	-129.707417	547	1	3	'0 0 0 0 Z Z Z 0 	D	0.187262	0.187262	0.187262	0.187262	0.000000	0.000000	0.000000	0.187262	0.741091	0.258908	0.000000	0.000001	0.181349	
283000	-124.126443	707	2	1	'1 1 0 1 Z 1 0 0 	D	0.034158	0.034158	0.258370	0.034158	0.000000	0.034158	0.258370	0.258370	0.000166	0.000210	0.521883	0.477740	0.378386	
284000	-127.042696	779	1	0	'0 0 0 0 0 0 0 0 	I	0.126390	0.126390	0.126390	0.126390	0.126390	0.126390	0.126390	0.126390	0.050518	0.001036	0.929382	0.019063	0.260768	
285000	-128.799995	433	1	1	'0 0 0 0 0 0 Z 0 	D	0.128393	0.128393	0.128393	0.128393	0.128393	0.128393	0.000000	0.128393	0.140011	0.007592	0.812678	0.039719	0.088519	
286000	-130.011132	15	1	2	'0 0 0 0 Z Z 0 0 	D	0.243453	0.243453	0.243453	0.243453	0.000000	0.000000	0.243453	0.243453	0.331768	0.257631	0.000000	0.410601	0.312668	
287000	-129.906877	153	1	1	'0 0 0 0 0 0 Z 0 	D	0.123657	0.123657	0.123657	0.123657	0.123657	0.123657	0.000000	0.123657	0.111348	0.004684	0.851567	0.032402	0.401521	
288000	-136.557873	55	1	2	'0 0 0 Z 0 0 Z 0 	D	0.186283	0.186283	0.186283	0.000000	0.186283	0.186283	0.000000	0.186283	0.075617	0.002194	0.718434	0.203754	0.343800	
289000	-130.154518	904	1	3	'0 0 0 0 Z Z Z 0 	D	0.207559	0.207559	0.207559	0.207559	0.000000	0.000000	0.000000	0.207559	0.561099	0.438900	0.000000	0.000001	0.272689	
290000	-127.654232	619	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.209783	0.209783	0.209783	0.000000	0.000000	0.209783	0.209783	0.000000	0.327940	0.000000	0.672060	0.264748	
291000	-125.573853	219	2	1	'0 0 1 0 0 Z 1 1 	D	0.084579	0.084579	0.187943	0.084579	0.084579	0.000000	0.187943	0.187943	0.000207	0.001487	0.000603	0.997703	0.114226	
292000	-128.588451	283	1	1	'0 0 0 0 0 Z 0 0 	D	0.199911	0.199911	0.199911	0.199911	0.199911	0.000000	0.199911	0.199911	0.223074	0.149152	0.217248	0.410526	0.295870	
293000	-128.931621	942	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.213638	0.213638	0.213638	0.000000	0.000000	0.213638	0.213638	0.000000	0.314425	0.000000	0.685575	0.372683	
294000	-128.050086	950	1	0	'0 0 0 0 0 0 0 0 	I	0.164440	0.164440	0.164440	0.164440	0.164440	0.164440	0.164440	0.164440	0.148678	0.013053	0.770616	0.067654	0.120372	
295000	-128.321179	871	1	1	'0 0 0 0 0 Z 0 0 	D	0.218788	0.218788	0.218788	0.218788	0.218788	0.000000	0.218788	0.218788	0.262277	0.149873	0.267855	0.319995	0.473808	
296000	-128.051027	556	1	1	'0 0 0 0 0 Z 0 0 	D	0.200838	0.200838	0.200838	0.200838	0.200838	0.000000	0.200838	0.200838	0.239702	0.126032	0.245521	0.388745	0.376523	
297000	-130.044637	276	1	1	'0 0 0 0 0 0 0 Z 	D	0.156294	0.156294	0.156294	0.156294	0.156294	0.156294	0.156294	0.000000	0.149828	0.004548	0.845558	0.000066	0.092880	
298000	-129.513948	238	1	0	'0 0 0 0 0 0 0 0 	I	0.190651	0.190651	0.190651	0.190651	0.190651	0.190651	0.190651	0.190651	0.213064	0.019004	0.705045	0.062887	0.495081	
299000	-128.074927	701	1	1	'0 0 0 0 0 Z 0 0 	D	0.171395	0.171395	0.171395	0.171395	0.171395	0.000000	0.171395	0.171395	0.211871	0.063803	0.214374	0.509952	0.221052	
300000	-131.024258	305	1	1	'0 0 0 Z 0 0 0 0 	D	0.198378	0.198378	0.198378	0.000000	0.198378	0.198378	0.198378	0.198378	0.049752	0.001027	0.841954	0.107267	0.424642	
301000	-128.906987	747	1	1	'0 0 0 0 0 Z 0 0 	D	0.145494	0.145494	0.145494	0.145494	0.145494	0.000000	0.145494	0.145494	0.167817	0.072861	0.275349	0.483973	0.290829	
302000	-128.652589	400	1	1	'0 0 0 0 0 Z 0 0 	D	0.180296	0.180296	0.180296	0.180296	0.180296	0.000000	0.180296	0.180296	0.233850	0.086821	0.246965	0.432364	0.231382	
303000	-129.116011	436	1	0	'0 0 0 0 0 0 0 0 	I	0.094941	0.094941	0.094941	0.094941	0.094941	0.094941	0.094941	0.094941	0.014562	0.000325	0.963640	0.021474	0.313846	
304000	-128.012066	614	1	2	'0 0 0 0 Z Z 0 0 	D	0.175027	0.175027	0.175027	0.175027	0.000000	0.000000	0.175027	0.175027	0.448007	0.127307	0.000000	0.424686	0.218507	
305000	-133.098249	424	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.159854	0.159854	0.000000	0.000000	0.159854	0.159854	0.000000	0.028063	0.000000	0.971937	0.122318	
306000	-128.616911	430	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.237336	0.237336	0.237336	0.000000	0.000000	0.237336	0.237336	0.000000	0.390822	0.000000	0.609178	0.464996	
307000	-127.827092	536	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.199483	0.199483	0.199483	0.000000	0.000000	0.199483	0.199483	0.000000	0.300878	0.000000	0.699121	0.411745	
308000	-128.203272	764	1	1	'0 0 0 0 0 Z 0 0 	D	0.182260	0.182260	0.182260	0.182260	0.182260	0.000000	0.182260	0.182260	0.258922	0.127924	0.320445	0.292708	0.454335	
309000	-128.986959	137	1	1	'0 0 0 0 0 0 Z 0 	D	0.134324	0.134324	0.134324	0.134324	0.134324	0.134324	0.000000	0.134324	0.145321	0.010533	0.784671	0.059475	0.484464	
310000	-130.101412	257	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.241726	0.241726	0.241726	0.000000	0.000000	0.241726	0.241726	0.000000	0.393933	0.000000	0.606067	0.301848	
311000	-127.152328	725	1	1	'0 0 0 0 0 Z 0 0 	D	0.174164	0.174164	0.174164	0.174164	0.174164	0.000000	0.174164	0.174164	0.236289	0.086389	0.262087	0.415235	0.250555	
312000	-127.658932	347	1	0	'0 0 0 0 0 0 0 0 	I	0.131304	0.131304	0.131304	0.131304	0.131304	0.131304	0.131304	0.131304	0.049038	0.002246	0.907158	0.041558	0.374246	
313000	-130.067745	971	1	0	'0 0 0 0 0 0 0 0 	I	0.177348	0.177348	0.177348	0.177348	0.177348	0.177348	0.177348	0.177348	0.216495	0.028443	0.667384	0.087679	0.187543	
314000	-128.797902	574	1	1	'0 0 0 0 0 0 0 Z 	D	0.133873	0.133873	0.133873	0.133873	0.133873	0.133873	0.133873	0.000000	0.064310	0.000505	0.935183	0.000002	0.254906	
315000	-127.667761	989	1	0	'0 0 0 0 0 0 0 0 	I	0.111935	0.111935	0.111935	0.111935	0.111935	0.111935	0.111935	0.111935	0.020104	0.000436	0.958663	0.020797	0.441696	
316000	-128.965429	607	1	2	'0 0 0 0 Z 0 Z 0 	I	0.170175	0.170175	0.170175	0.170175	0.000000	0.170175	0.000000	0.170175	0.931296	0.068701	0.000003	0.000000	0.493058	
317000	-127.905854	411	1	1	'0 0 0 0 Z 0 0 0 	D	0.135424	0.135424	0.135424	0.135424	0.000000	0.135424	0.135424	0.135424	0.883989	0.017582	0.055925	0.042503	0.103580	
318000	-127.419146	871	1	1	'0 0 0 0 0 Z 0 0 	D	0.176748	0.176748	0.176748	0.176748	0.176748	0.000000	0.176748	0.176748	0.235537	0.077176	0.332394	0.354894	0.082979	
319000	-128.090006	800	1	2	'0 0 0 0 Z Z 0 0 	D	0.184699	0.184699	0.184699	0.184699	0.000000	0.000000	0.184699	0.184699	0.518610	0.153140	0.000000	0.328250	0.094445	
320000	-129.309818	800	1	1	'0 0 0 0 Z 0 0 0 	D	0.185178	0.185178	0.185178	0.185178	0.000000	0.185178	0.185178	0.185178	0.832752	0.072933	0.046590	0.047725	0.445096	
321000	-129.968546	59	1	1	'0 0 0 0 0 0 Z 0 	D	0.116990	0.116990	0.116990	0.116990	0.116990	0.116990	0.000000	0.116990	0.130924	0.009217	0.808080	0.051778	0.281136	
322000	-128.305552	453	1	1	'0 0 0 0 0 Z 0 0 	D	0.213960	0.213960	0.213960	0.213960	0.213960	0.000000	0.213960	0.213960	0.221476	0.162530	0.204011	0.411982	0.072770	
323000	-126.852069	470	1	1	'0 0 0 0 0 Z 0 0 	D	0.185853	0.185853	0.185853	0.185853	0.185853	0.000000	0.185853	0.185853	0.222568	0.086303	0.234404	0.456724	0.464572	
324000	-130.681726	478	1	0	'0 0 0 0 0 0 0 0 	I	0.196220	0.196220	0.196220	0.196220	0.196220	0.196220	0.196220	0.196220	0.223120	0.026756	0.669802	0.080322	0.336311	
325000	-128.095597	885	1	0	'0 0 0 0 0 0 0 0 	I	0.108281	0.108281	0.108281	0.108281	0.108281	0.108281	0.108281	0.108281	0.017605	0.000358	0.962439	0.019598	0.480299	
326000	-129.638421	540	1	1	'0 0 0 Z 0 0 0 0 	D	0.140282	0.140282	0.140282	0.000000	0.140282	0.140282	0.140282	0.140282	0.007273	0.000014	0.966698	0.026015	0.058254	
327000	-128.707251	986	1	1	'0 0 0 0 0 Z 0 0 	D	0.216142	0.216142	0.216142	0.216142	0.216142	0.000000	0.216142	0.216142	0.256363	0.153034	0.206893	0.383710	0.337062	
328000	-128.627956	320	1	0	'0 0 0 0 0 0 0 0 	I	0.091885	0.091885	0.091885	0.091885	0.091885	0.091885	0.091885	0.091885	0.002646	0.000011	0.993207	0.004137	0.350855	
329000	-127.457116	871	1	0	'0 0 0 0 0 0 0 0 	I	0.114755	0.114755	0.114755	0.114755	0.114755	0.114755	0.114755	0.114755	0.029604	0.000889	0.941252	0.028255	0.211721	
330000	-128.388659	35	1	0	'0 0 0 0 0 0 0 0 	I	0.143428	0.143428	0.143428	0.143428	0.143428	0.143428	0.143428	0.143428	0.086061	0.008248	0.826480	0.079210	0.168777	
331000	-128.619353	578	1	2	'0 0 0 0 Z 0 Z 0 	I	0.164141	0.164141	0.164141	0.164141	0.000000	0.164141	0.000000	0.164141	0.945297	0.054698	0.000004	0.000000	0.419732	
332000	-128.334046	764	1	1	'0 0 0 0 0 Z 0 0 	D	0.193866	0.193866	0.193866	0.193866	0.193866	0.000000	0.193866	0.193866	0.260218	0.146863	0.301365	0.291554	0.174699	
333000	-130.403430	828	1	0	'0 0 0 0 0 0 0 0 	I	0.074711	0.074711	0.074711	0.074711	0.074711	0.074711	0.074711	0.074711	0.015786	0.000154	0.974565	0.009495	0.122024	
334000	-131.386345	272	1	4	'0 0 0 0 Z Z Z Z 	D	0.141038	0.141038	0.141038	0.141038	0.000000	0.000000	0.000000	0.000000	0.982489	0.017511	0.000000	0.000000	0.262353	
335000	-137.008471	390	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.208972	0.208972	0.000000	0.208972	0.000000	0.208972	0.000000	0.208972	0.999997	0.000000	0.000002	0.000000	0.412056	
336000	-131.307140	270	1	1	'0 0 0 0 0 0 0 Z 	D	0.090929	0.090929	0.090929	0.090929	0.090929	0.090929	0.090929	0.000000	0.004106	0.000004	0.995890	0.000000	0.179591	
337000	-128.556747	687	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.197430	0.197430	0.197430	0.000000	0.000000	0.197430	0.197430	0.000000	0.292614	0.000000	0.707386	0.136923	
338000	-129.102635	810	1	2	'0 0 0 0 Z Z 0 0 	D	0.221606	0.221606	0.221606	0.221606	0.000000	0.000000	0.221606	0.221606	0.306203	0.265760	0.000000	0.428037	0.360896	
339000	-127.684398	296	1	1	'0 0 0 0 0 Z 0 0 	D	0.147216	0.147216	0.147216	0.147216	0.147216	0.000000	0.147216	0.147216	0.153943	0.038048	0.280091	0.527918	0.481822	
340000	-128.276082	242	1	3	'0 0 0 0 Z Z Z 0 	D	0.177293	0.177293	0.177293	0.177293	0.000000	0.000000	0.000000	0.177293	0.819338	0.180661	0.000000	0.000001	0.086323	
341000	-128.618350	768	1	1	'0 0 0 0 Z 0 0 0 	D	0.146893	0.146893	0.146893	0.146893	0.000000	0.146893	0.146893	0.146893	0.835580	0.048246	0.074195	0.041979	0.433488	
342000	-130.056671	132	1	1	'0 0 0 0 0 0 Z 0 	D	0.142360	0.142360	0.142360	0.142360	0.142360	0.142360	0.000000	0.142360	0.183209	0.016322	0.750947	0.049522	0.388926	
343000	-133.459170	367	1	3	'0 0 0 0 Z 0 Z Z 	D	0.116775	0.116775	0.116775	0.116775	0.000000	0.116775	0.000000	0.000000	0.996502	0.003484	0.000014	0.000000	0.125758	
344000	-130.132378	974	1	2	'0 0 0 0 Z 0 Z 0 	I	0.116255	0.116255	0.116255	0.116255	0.000000	0.116255	0.000000	0.116255	0.979284	0.020701	0.000014	0.000000	0.444313	
345000	-129.667895	892	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.184257	0.184257	0.184257	0.000000	0.000000	0.184257	0.184257	0.000000	0.263169	0.000000	0.736831	0.432838	
346000	-129.132981	911	1	1	'0 0 0 0 0 Z 0 0 	D	0.223292	0.223292	0.223292	0.223292	0.223292	0.000000	0.223292	0.223292	0.242136	0.179083	0.193658	0.385123	0.255980	
347000	-126.974418	975	1	0	'0 0 0 0 0 0 0 0 	I	0.123940	0.123940	0.123940	0.123940	0.123940	0.123940	0.123940	0.123940	0.030163	0.001907	0.910385	0.057546	0.180796	
348000	-133.116805	253	1	3	'Z 0 0 0 0 Z Z 0 	D	0.000000	0.172895	0.172895	0.172895	0.172895	0.000000	0.000000	0.172895	0.000000	0.999997	0.000000	0.000003	0.458841	
349000	-128.607945	313	1	1	'0 0 0 0 0 Z 0 0 	D	0.195647	0.195647	0.195647	0.195647	0.195647	0.000000	0.195647	0.195647	0.211353	0.124180	0.221704	0.442763	0.132324	
350000	-131.309513	989	1	2	'0 0 0 Z Z 0 0 0 	D	0.252355	0.252355	0.252355	0.000000	0.000000	0.252355	0.252355	0.252355	0.062336	0.001121	0.716667	0.219876	0.171108	
351000	-129.779336	889	1	3	'0 0 0 0 Z Z Z 0 	D	0.186778	0.186778	0.186778	0.186778	0.000000	0.000000	0.000000	0.186778	0.713730	0.286269	0.000000	0.000001	0.187004	
352000	-128.298314	607	1	3	'0 0 0 0 Z Z Z 0 	D	0.178416	0.178416	0.178416	0.178416	0.000000	0.000000	0.000000	0.178416	0.606043	0.393955	0.000000	0.000001	0.131041	
353000	-128.876908	246	1	0	'0 0 0 0 0 0 0 0 	I	0.105309	0.105309	0.105309	0.105309	0.105309	0.105309	0.105309	0.105309	0.031046	0.001019	0.937178	0.030757	0.065227	
