Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin3.txt
Log File Name:                   DEP_pol3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1503661017
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
225000	-115.284149	880	1	1	'0 0 0 0 0 Z 0 0 	D	0.146656	0.146656	0.146656	0.146656	0.146656	0.000000	0.146656	0.146656	0.080118	0.002941	0.890855	0.026086	0.088967	
226000	-117.310846	4	1	1	'0 0 0 0 0 Z 0 0 	D	0.162075	0.162075	0.162075	0.162075	0.162075	0.000000	0.162075	0.162075	0.108050	0.004979	0.856694	0.030277	0.173670	
227000	-117.828352	180	1	1	'0 0 0 0 0 Z 0 0 	D	0.209330	0.209330	0.209330	0.209330	0.209330	0.000000	0.209330	0.209330	0.171442	0.010971	0.781550	0.036037	0.477162	
228000	-118.363589	697	1	0	'0 0 0 0 0 0 0 0 	I	0.094376	0.094376	0.094376	0.094376	0.094376	0.094376	0.094376	0.094376	0.016399	0.000226	0.969996	0.013379	0.316039	
229000	-115.666654	365	1	1	'0 0 0 0 0 Z 0 0 	D	0.133342	0.133342	0.133342	0.133342	0.133342	0.000000	0.133342	0.133342	0.071806	0.002685	0.897776	0.027732	0.065801	
230000	-118.058219	509	1	2	'0 0 0 0 Z Z 0 0 	D	0.164091	0.164091	0.164091	0.164091	0.000000	0.000000	0.164091	0.164091	0.979974	0.006485	0.000005	0.013536	0.434262	
231000	-112.031221	256	2	2	'1 1 0 0 Z Z 0 0 	D	0.156673	0.156673	0.554256	0.554256	0.000000	0.000000	0.554256	0.554256	0.361777	0.286520	0.000000	0.351703	0.454832	
232000	-113.687662	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.151043	0.151043	0.151043	0.151043	0.151043	0.000000	0.151043	0.151043	0.122863	0.011742	0.800454	0.064941	0.171789	
233000	-120.250350	500	1	1	'0 0 0 Z 0 0 0 0 	D	0.093852	0.093852	0.093852	0.000000	0.093852	0.093852	0.093852	0.093852	0.006100	0.000004	0.991637	0.002259	0.329411	
234000	-120.340388	398	1	1	'0 0 Z 0 0 0 0 0 	D	0.078831	0.078831	0.000000	0.078831	0.078831	0.078831	0.078831	0.078831	0.008028	0.000018	0.984337	0.007618	0.193993	
235000	-117.228324	449	1	2	'0 0 0 0 Z Z 0 0 	D	0.091171	0.091171	0.091171	0.091171	0.000000	0.000000	0.091171	0.091171	0.970677	0.016684	0.000002	0.012637	0.135974	
236000	-114.761197	990	1	1	'0 0 0 0 0 Z 0 0 	D	0.131264	0.131264	0.131264	0.131264	0.131264	0.000000	0.131264	0.131264	0.061274	0.001612	0.917110	0.020004	0.138726	
237000	-112.586709	660	2	2	'1 1 0 1 Z Z 1 0 	D	0.120635	0.120635	0.315736	0.120635	0.000000	0.000000	0.120635	0.315736	0.732578	0.144215	0.000001	0.123206	0.170806	
238000	-115.238794	687	1	3	'0 0 0 0 Z Z Z 0 	D	0.150071	0.150071	0.150071	0.150071	0.000000	0.000000	0.000000	0.150071	0.991807	0.008186	0.000007	0.000000	0.307038	
239000	-113.239244	454	2	1	'1 1 0 0 Z 1 0 0 	D	0.083476	0.083476	0.554367	0.554367	0.000000	0.083476	0.554367	0.554367	0.008119	0.117823	0.343502	0.530556	0.177503	
240000	-113.525321	258	2	3	'1 Z 0 0 Z Z 0 0 	D	0.430800	0.000000	1.402860	1.402860	0.000000	0.000000	1.402860	1.402860	0.028167	0.260031	0.000001	0.711800	0.285259	
241000	-121.752195	535	1	3	'0 0 Z 0 Z Z 0 0 	D	0.134288	0.134288	0.000000	0.134288	0.000000	0.000000	0.134288	0.134288	0.999938	0.000000	0.000060	0.000002	0.208700	
242000	-114.656355	660	1	2	'0 0 0 0 Z Z 0 0 	D	0.108463	0.108463	0.108463	0.108463	0.000000	0.000000	0.108463	0.108463	0.966388	0.019263	0.000002	0.014347	0.182846	
243000	-117.948306	304	1	3	'0 0 0 0 Z Z Z 0 	D	0.160459	0.160459	0.160459	0.160459	0.000000	0.000000	0.000000	0.160459	0.922528	0.077448	0.000023	0.000002	0.227465	
244000	-116.695666	441	1	1	'0 0 0 0 0 Z 0 0 	D	0.136376	0.136376	0.136376	0.136376	0.136376	0.000000	0.136376	0.136376	0.070841	0.001961	0.906202	0.020996	0.174660	
245000	-113.725976	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.160680	0.160680	0.160680	0.160680	0.160680	0.000000	0.160680	0.160680	0.134993	0.014349	0.780472	0.070187	0.121286	
246000	-118.379411	230	1	2	'0 0 0 0 Z Z 0 0 	D	0.164718	0.164718	0.164718	0.164718	0.000000	0.000000	0.164718	0.164718	0.972979	0.011021	0.000011	0.015989	0.143471	
247000	-117.171508	920	1	1	'0 0 0 0 0 Z 0 0 	D	0.085968	0.085968	0.085968	0.085968	0.085968	0.000000	0.085968	0.085968	0.025408	0.000518	0.956796	0.017278	0.343316	
248000	-116.770494	129	1	1	'0 0 0 0 0 Z 0 0 	D	0.148238	0.148238	0.148238	0.148238	0.148238	0.000000	0.148238	0.148238	0.088060	0.002371	0.890449	0.019119	0.234092	
249000	-116.900311	873	1	1	'0 0 0 0 0 Z 0 0 	D	0.170984	0.170984	0.170984	0.170984	0.170984	0.000000	0.170984	0.170984	0.108210	0.003754	0.865661	0.022374	0.201742	
250000	-119.992464	831	1	0	'0 0 0 0 0 0 0 0 	I	0.110341	0.110341	0.110341	0.110341	0.110341	0.110341	0.110341	0.110341	0.010921	0.000047	0.984757	0.004274	0.255961	
251000	-116.537936	940	1	2	'0 0 0 0 Z Z 0 0 	D	0.122868	0.122868	0.122868	0.122868	0.000000	0.000000	0.122868	0.122868	0.990957	0.002930	0.000011	0.006102	0.178426	
252000	-115.418998	821	1	1	'0 0 0 0 0 Z 0 0 	D	0.149041	0.149041	0.149041	0.149041	0.149041	0.000000	0.149041	0.149041	0.092878	0.001933	0.891176	0.014013	0.368780	
253000	-115.515886	507	1	2	'0 0 0 0 Z Z 0 0 	D	0.178612	0.178612	0.178612	0.178612	0.000000	0.000000	0.178612	0.178612	0.989857	0.008824	0.000000	0.001319	0.075998	
254000	-119.982769	875	1	2	'0 0 0 0 Z Z 0 0 	D	0.105682	0.105682	0.105682	0.105682	0.000000	0.000000	0.105682	0.105682	0.991309	0.005047	0.000113	0.003532	0.035808	
255000	-116.787245	296	1	1	'0 0 0 0 0 Z 0 0 	D	0.157580	0.157580	0.157580	0.157580	0.157580	0.000000	0.157580	0.157580	0.113330	0.000735	0.881936	0.003998	0.155375	
256000	-116.497498	810	1	1	'0 0 0 0 0 Z 0 0 	D	0.154026	0.154026	0.154026	0.154026	0.154026	0.000000	0.154026	0.154026	0.113991	0.007987	0.828681	0.049341	0.444950	
257000	-115.428038	953	1	1	'0 0 0 0 0 Z 0 0 	D	0.123686	0.123686	0.123686	0.123686	0.123686	0.000000	0.123686	0.123686	0.048233	0.000819	0.937240	0.013708	0.294978	
258000	-122.589106	548	1	1	'0 0 0 0 Z 0 0 0 	D	0.129282	0.129282	0.129282	0.129282	0.000000	0.129282	0.129282	0.129282	0.941805	0.011338	0.035920	0.010937	0.214833	
259000	-116.771097	123	1	2	'0 0 0 0 Z Z 0 0 	D	0.171556	0.171556	0.171556	0.171556	0.000000	0.000000	0.171556	0.171556	0.970600	0.013028	0.000003	0.016370	0.298911	
260000	-116.088577	739	1	1	'0 0 0 0 0 Z 0 0 	D	0.135972	0.135972	0.135972	0.135972	0.135972	0.000000	0.135972	0.135972	0.096323	0.007281	0.842171	0.054224	0.354571	
261000	-116.950934	387	1	1	'0 0 0 0 0 Z 0 0 	D	0.129679	0.129679	0.129679	0.129679	0.129679	0.000000	0.129679	0.129679	0.061046	0.001334	0.921084	0.016537	0.266518	
262000	-116.872707	572	2	3	'0 0 0 1 Z Z Z 0 	D	0.129806	0.129806	0.129806	0.217477	0.000000	0.000000	0.000000	0.129806	0.988732	0.011231	0.000037	0.000000	0.429329	
263000	-116.815404	135	1	3	'0 0 0 0 Z Z Z 0 	D	0.139805	0.139805	0.139805	0.139805	0.000000	0.000000	0.000000	0.139805	0.943931	0.056058	0.000010	0.000000	0.058998	
264000	-115.152341	470	1	1	'0 0 0 0 0 Z 0 0 	D	0.129764	0.129764	0.129764	0.129764	0.129764	0.000000	0.129764	0.129764	0.051720	0.000125	0.946710	0.001444	0.139124	
265000	-117.399625	222	1	1	'0 0 0 0 0 Z 0 0 	D	0.143232	0.143232	0.143232	0.143232	0.143232	0.000000	0.143232	0.143232	0.072196	0.001631	0.909420	0.016753	0.497999	
266000	-115.643199	907	1	1	'0 0 0 0 0 Z 0 0 	D	0.132071	0.132071	0.132071	0.132071	0.132071	0.000000	0.132071	0.132071	0.054223	0.000257	0.942425	0.003095	0.403726	
267000	-116.027045	252	1	1	'0 0 0 0 0 Z 0 0 	D	0.133173	0.133173	0.133173	0.133173	0.133173	0.000000	0.133173	0.133173	0.050499	0.000166	0.947393	0.001942	0.154769	
268000	-122.151010	162	1	3	'0 0 0 0 Z Z Z 0 	D	0.097560	0.097560	0.097560	0.097560	0.000000	0.000000	0.000000	0.097560	0.955217	0.044705	0.000076	0.000003	0.349261	
269000	-113.608753	730	1	3	'0 0 0 0 Z Z Z 0 	D	0.129163	0.129163	0.129163	0.129163	0.000000	0.000000	0.000000	0.129163	0.965812	0.034186	0.000001	0.000000	0.306026	
270000	-116.667365	627	1	1	'0 0 0 0 0 Z 0 0 	D	0.172517	0.172517	0.172517	0.172517	0.172517	0.000000	0.172517	0.172517	0.114108	0.001315	0.878265	0.006312	0.201235	
271000	-116.857574	172	1	3	'0 0 0 0 Z Z Z 0 	D	0.138769	0.138769	0.138769	0.138769	0.000000	0.000000	0.000000	0.138769	0.992260	0.007734	0.000006	0.000000	0.390572	
272000	-116.611243	126	1	1	'0 0 0 0 0 Z 0 0 	D	0.159986	0.159986	0.159986	0.159986	0.159986	0.000000	0.159986	0.159986	0.113093	0.006950	0.837375	0.042582	0.105968	
273000	-116.159774	389	1	1	'0 0 0 0 0 Z 0 0 	D	0.121596	0.121596	0.121596	0.121596	0.121596	0.000000	0.121596	0.121596	0.040113	0.000130	0.957589	0.002168	0.138255	
274000	-118.135144	661	1	1	'0 0 0 0 0 0 Z 0 	D	0.077992	0.077992	0.077992	0.077992	0.077992	0.077992	0.000000	0.077992	0.079179	0.000543	0.914021	0.006257	0.242273	
275000	-113.452687	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.121614	0.121614	0.121614	0.121614	0.121614	0.000000	0.121614	0.121614	0.327467	0.005445	0.656939	0.010149	0.051597	
276000	-113.608375	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.113938	0.113938	0.113938	0.113938	0.113938	0.000000	0.113938	0.113938	0.329792	0.004754	0.656617	0.008836	0.290049	
277000	-111.938352	489	2	1	'0 0 1 1 0 Z 1 1 	D	0.082245	0.082245	0.401099	0.401099	0.082245	0.000000	0.401099	0.401099	0.006883	0.101792	0.220060	0.671265	0.283493	
278000	-114.690168	333	1	1	'0 0 0 0 0 Z 0 0 	D	0.136367	0.136367	0.136367	0.136367	0.136367	0.000000	0.136367	0.136367	0.208516	0.003836	0.775565	0.012082	0.338018	
279000	-119.078387	906	1	3	'0 0 0 0 Z Z Z 0 	D	0.188419	0.188419	0.188419	0.188419	0.000000	0.000000	0.000000	0.188419	0.922731	0.077257	0.000012	0.000001	0.168675	
280000	-118.158486	738	1	2	'0 0 0 0 Z Z 0 0 	D	0.137726	0.137726	0.137726	0.137726	0.000000	0.000000	0.137726	0.137726	0.978194	0.005692	0.000008	0.016106	0.458657	
281000	-118.711098	754	1	1	'0 0 0 0 0 Z 0 0 	D	0.095823	0.095823	0.095823	0.095823	0.095823	0.000000	0.095823	0.095823	0.029901	0.000500	0.955388	0.014211	0.072160	
282000	-117.415365	790	1	1	'0 0 0 0 0 Z 0 0 	D	0.098128	0.098128	0.098128	0.098128	0.098128	0.000000	0.098128	0.098128	0.037095	0.000956	0.940529	0.021420	0.416848	
283000	-115.644019	312	1	1	'0 0 0 0 0 Z 0 0 	D	0.154485	0.154485	0.154485	0.154485	0.154485	0.000000	0.154485	0.154485	0.115813	0.007845	0.829585	0.046756	0.275333	
284000	-116.501626	801	1	1	'0 0 0 0 0 Z 0 0 	D	0.127244	0.127244	0.127244	0.127244	0.127244	0.000000	0.127244	0.127244	0.056353	0.000877	0.931022	0.011747	0.184794	
285000	-115.492185	74	1	1	'0 0 0 0 0 Z 0 0 	D	0.138963	0.138963	0.138963	0.138963	0.138963	0.000000	0.138963	0.138963	0.083455	0.003429	0.882959	0.030157	0.151377	
286000	-119.501738	796	1	3	'0 0 0 0 0 Z Z Z 	D	0.187438	0.187438	0.187438	0.187438	0.187438	0.000000	0.000000	0.000000	0.099915	0.000214	0.899871	0.000000	0.240746	
287000	-119.015811	863	1	2	'0 0 Z 0 0 Z 0 0 	D	0.105087	0.105087	0.000000	0.105087	0.105087	0.000000	0.105087	0.105087	0.024536	0.000000	0.974927	0.000537	0.302340	
288000	-119.341851	413	1	3	'0 0 Z 0 Z Z 0 0 	D	0.102003	0.102003	0.000000	0.102003	0.000000	0.000000	0.102003	0.102003	0.999993	0.000000	0.000007	0.000000	0.123380	
289000	-114.289091	267	2	1	'0 0 1 1 0 Z 1 1 	D	0.194576	0.194576	0.592074	0.592074	0.194576	0.000000	0.592074	0.592074	0.221599	0.220900	0.301813	0.255688	0.232086	
290000	-117.281620	727	2	0	'1 1 0 0 0 1 0 1 	D	0.064575	0.064575	0.119581	0.119581	0.119581	0.064575	0.119581	0.064575	0.002627	0.000017	0.995022	0.002334	0.125191	
291000	-116.194565	987	1	2	'0 0 0 0 Z Z 0 0 	D	0.153890	0.153890	0.153890	0.153890	0.000000	0.000000	0.153890	0.153890	0.973572	0.013334	0.000008	0.013086	0.393272	
292000	-118.047504	471	1	2	'0 0 0 0 Z Z 0 0 	D	0.132581	0.132581	0.132581	0.132581	0.000000	0.000000	0.132581	0.132581	0.985517	0.003201	0.000035	0.011247	0.151115	
293000	-116.545832	109	1	1	'0 0 0 0 0 Z 0 0 	D	0.153522	0.153522	0.153522	0.153522	0.153522	0.000000	0.153522	0.153522	0.101540	0.005581	0.853950	0.038929	0.126199	
294000	-118.088773	180	2	1	'0 1 Z 1 0 0 0 1 	D	0.061809	0.100946	0.000000	0.100946	0.061809	0.061809	0.061809	0.100946	0.049028	0.000014	0.943733	0.007225	0.242502	
295000	-118.371402	336	1	2	'0 0 Z 0 0 Z 0 0 	D	0.187087	0.187087	0.000000	0.187087	0.187087	0.000000	0.187087	0.187087	0.329870	0.000022	0.662861	0.007247	0.420448	
296000	-116.059762	707	1	1	'0 0 0 0 0 Z 0 0 	D	0.102209	0.102209	0.102209	0.102209	0.102209	0.000000	0.102209	0.102209	0.021083	0.000080	0.975715	0.003121	0.231886	
297000	-114.473196	587	1	1	'0 0 0 0 0 Z 0 0 	D	0.123310	0.123310	0.123310	0.123310	0.123310	0.000000	0.123310	0.123310	0.044501	0.000158	0.952806	0.002535	0.184973	
298000	-117.024942	449	1	2	'0 0 0 0 Z Z 0 0 	D	0.092730	0.092730	0.092730	0.092730	0.000000	0.000000	0.092730	0.092730	0.969680	0.017248	0.000002	0.013069	0.184935	
299000	-114.631544	19	2	2	'1 1 0 0 Z Z 0 0 	D	0.096947	0.096947	0.345683	0.345683	0.000000	0.000000	0.345683	0.345683	0.088120	0.165935	0.000005	0.745940	0.405095	
300000	-117.910761	193	1	1	'0 0 0 0 0 Z 0 0 	D	0.176939	0.176939	0.176939	0.176939	0.176939	0.000000	0.176939	0.176939	0.136199	0.003668	0.843002	0.017131	0.380543	
301000	-118.915904	470	1	3	'0 0 0 0 Z Z Z 0 	D	0.101336	0.101336	0.101336	0.101336	0.000000	0.000000	0.000000	0.101336	0.999295	0.000617	0.000088	0.000000	0.385805	
302000	-116.567635	68	1	1	'0 0 0 0 0 Z 0 0 	D	0.101053	0.101053	0.101053	0.101053	0.101053	0.000000	0.101053	0.101053	0.028466	0.000367	0.960272	0.010895	0.464021	
303000	-116.962982	378	1	3	'0 0 0 0 Z Z Z 0 	D	0.150406	0.150406	0.150406	0.150406	0.000000	0.000000	0.000000	0.150406	0.987425	0.012556	0.000019	0.000000	0.326272	
304000	-123.243465	408	1	1	'0 0 0 0 0 0 0 Z 	D	0.082920	0.082920	0.082920	0.082920	0.082920	0.082920	0.082920	0.000000	0.012921	0.000038	0.987041	0.000000	0.394498	
305000	-116.916673	167	1	1	'0 0 0 0 0 Z 0 0 	D	0.136414	0.136414	0.136414	0.136414	0.136414	0.000000	0.136414	0.136414	0.070168	0.002345	0.902059	0.025428	0.252085	
306000	-117.213406	256	1	4	'0 0 0 0 Z Z Z Z 	D	0.129011	0.129011	0.129011	0.129011	0.000000	0.000000	0.000000	0.000000	0.984664	0.015335	0.000001	0.000000	0.315195	
307000	-116.543510	122	1	1	'0 0 0 0 0 Z 0 0 	D	0.168142	0.168142	0.168142	0.168142	0.168142	0.000000	0.168142	0.168142	0.132800	0.008458	0.816123	0.042619	0.256636	
308000	-115.878281	211	1	1	'0 0 0 0 0 Z 0 0 	D	0.130289	0.130289	0.130289	0.130289	0.130289	0.000000	0.130289	0.130289	0.064605	0.000641	0.927994	0.006760	0.183497	
309000	-118.265708	466	1	2	'0 0 0 0 Z Z 0 0 	D	0.152377	0.152377	0.152377	0.152377	0.000000	0.000000	0.152377	0.152377	0.970967	0.016225	0.000017	0.012792	0.395450	
310000	-117.422087	581	1	1	'0 0 0 0 0 Z 0 0 	D	0.090577	0.090577	0.090577	0.090577	0.090577	0.000000	0.090577	0.090577	0.023826	0.000074	0.973653	0.002447	0.377559	
311000	-114.999354	323	1	1	'0 0 0 0 0 Z 0 0 	D	0.128273	0.128273	0.128273	0.128273	0.128273	0.000000	0.128273	0.128273	0.064935	0.000305	0.931802	0.002958	0.193459	
312000	-116.088043	729	1	1	'0 0 0 0 0 Z 0 0 	D	0.110077	0.110077	0.110077	0.110077	0.110077	0.000000	0.110077	0.110077	0.037395	0.000682	0.947094	0.014829	0.191154	
313000	-113.011980	788	2	2	'0 0 1 1 Z Z 1 1 	D	0.123861	0.123861	0.570090	0.570090	0.000000	0.000000	0.570090	0.570090	0.127141	0.339041	0.000002	0.533816	0.250738	
314000	-118.415945	299	1	1	'0 0 Z 0 0 0 0 0 	D	0.090270	0.090270	0.000000	0.090270	0.090270	0.090270	0.090270	0.090270	0.012227	0.000040	0.976440	0.011293	0.098123	
315000	-117.449410	289	1	2	'0 0 0 0 Z Z 0 0 	D	0.150485	0.150485	0.150485	0.150485	0.000000	0.000000	0.150485	0.150485	0.933985	0.051556	0.000030	0.014429	0.107846	
316000	-117.471871	257	1	2	'0 0 Z 0 0 Z 0 0 	D	0.108100	0.108100	0.000000	0.108100	0.108100	0.000000	0.108100	0.108100	0.032820	0.000089	0.951315	0.015776	0.402604	
317000	-116.230210	251	1	1	'0 0 0 0 0 Z 0 0 	D	0.129493	0.129493	0.129493	0.129493	0.129493	0.000000	0.129493	0.129493	0.263448	0.002034	0.729346	0.005172	0.240703	
318000	-117.169694	884	1	1	'0 0 0 0 0 Z 0 0 	D	0.126140	0.126140	0.126140	0.126140	0.126140	0.000000	0.126140	0.126140	0.060074	0.001313	0.921846	0.016766	0.115129	
319000	-122.614244	874	1	2	'0 0 0 0 Z Z 0 0 	D	0.234434	0.234434	0.234434	0.234434	0.000000	0.000000	0.234434	0.234434	0.905712	0.060999	0.000009	0.033280	0.289229	
320000	-116.605898	832	1	1	'0 0 0 0 0 Z 0 0 	D	0.127808	0.127808	0.127808	0.127808	0.127808	0.000000	0.127808	0.127808	0.051794	0.000746	0.936464	0.010997	0.432238	
321000	-115.373942	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.227450	0.227450	0.227450	0.227450	0.227450	0.000000	0.227450	0.227450	0.421838	0.012610	0.549301	0.016250	0.394206	
322000	-116.799497	520	1	2	'0 0 0 0 Z Z 0 0 	D	0.131583	0.131583	0.131583	0.131583	0.000000	0.000000	0.131583	0.131583	0.974351	0.017283	0.000010	0.008355	0.259160	
323000	-117.222895	63	1	2	'0 0 0 0 Z Z 0 0 	D	0.140571	0.140571	0.140571	0.140571	0.000000	0.000000	0.140571	0.140571	0.984344	0.003773	0.000024	0.011860	0.422692	
324000	-120.115859	844	1	2	'0 0 0 0 Z Z 0 0 	D	0.133503	0.133503	0.133503	0.133503	0.000000	0.000000	0.133503	0.133503	0.970211	0.023590	0.000051	0.006147	0.177959	
325000	-116.806586	345	1	2	'0 0 0 0 Z Z 0 0 	D	0.135092	0.135092	0.135092	0.135092	0.000000	0.000000	0.135092	0.135092	0.990143	0.003290	0.000006	0.006561	0.298274	
326000	-116.546783	121	1	1	'0 0 0 0 0 Z 0 0 	D	0.102657	0.102657	0.102657	0.102657	0.102657	0.000000	0.102657	0.102657	0.021232	0.000115	0.974344	0.004308	0.152381	
327000	-119.946679	393	1	1	'0 0 0 0 0 0 Z 0 	D	0.101141	0.101141	0.101141	0.101141	0.101141	0.101141	0.000000	0.101141	0.044573	0.001325	0.922207	0.031896	0.195601	
328000	-118.591533	462	1	2	'0 0 0 0 Z Z 0 0 	D	0.149329	0.149329	0.149329	0.149329	0.000000	0.000000	0.149329	0.149329	0.938916	0.042145	0.000005	0.018934	0.142443	
329000	-115.179826	880	1	1	'0 0 0 0 0 Z 0 0 	D	0.122494	0.122494	0.122494	0.122494	0.122494	0.000000	0.122494	0.122494	0.049051	0.001144	0.931869	0.017936	0.194713	
330000	-115.480085	209	2	2	'1 1 0 0 Z Z 1 0 	D	0.151091	0.151091	0.707309	0.707309	0.000000	0.000000	0.151091	0.707309	0.297225	0.454784	0.000001	0.247990	0.486669	
331000	-115.736266	254	1	3	'0 0 0 0 Z Z Z 0 	D	0.127737	0.127737	0.127737	0.127737	0.000000	0.000000	0.000000	0.127737	0.982035	0.017963	0.000002	0.000000	0.180311	
332000	-116.475636	210	1	1	'0 0 0 0 0 Z 0 0 	D	0.108526	0.108526	0.108526	0.108526	0.108526	0.000000	0.108526	0.108526	0.045595	0.000074	0.953109	0.001221	0.389417	
333000	-115.907919	359	1	1	'0 0 0 0 0 Z 0 0 	D	0.131413	0.131413	0.131413	0.131413	0.131413	0.000000	0.131413	0.131413	0.084577	0.000760	0.908223	0.006440	0.396373	
334000	-117.100191	448	1	1	'0 0 0 0 0 Z 0 0 	D	0.189223	0.189223	0.189223	0.189223	0.189223	0.000000	0.189223	0.189223	0.145136	0.005895	0.823949	0.025021	0.312545	
335000	-113.463758	661	2	2	'1 1 0 0 Z Z 0 1 	D	0.194158	0.194158	0.543184	0.543184	0.000000	0.000000	0.543184	0.194158	0.681879	0.153638	0.000001	0.164482	0.301955	
336000	-118.657500	534	1	2	'0 0 0 0 0 Z 0 Z 	D	0.133007	0.133007	0.133007	0.133007	0.133007	0.000000	0.133007	0.000000	0.038295	0.000043	0.961662	0.000000	0.118933	
337000	-116.213779	985	1	1	'0 0 0 0 0 Z 0 0 	D	0.097066	0.097066	0.097066	0.097066	0.097066	0.000000	0.097066	0.097066	0.028050	0.000385	0.960557	0.011008	0.107092	
338000	-115.184155	732	1	3	'0 0 0 0 Z Z Z 0 	D	0.146851	0.146851	0.146851	0.146851	0.000000	0.000000	0.000000	0.146851	0.976674	0.023322	0.000004	0.000000	0.338770	
339000	-113.778668	730	1	3	'0 0 0 0 Z Z Z 0 	D	0.117568	0.117568	0.117568	0.117568	0.000000	0.000000	0.000000	0.117568	0.971637	0.028361	0.000002	0.000000	0.360607	
340000	-116.499481	27	1	3	'0 0 0 0 Z Z Z 0 	D	0.143265	0.143265	0.143265	0.143265	0.000000	0.000000	0.000000	0.143265	0.980311	0.019665	0.000024	0.000000	0.120838	
341000	-115.540587	346	1	3	'0 0 0 0 Z Z Z 0 	D	0.154199	0.154199	0.154199	0.154199	0.000000	0.000000	0.000000	0.154199	0.989509	0.010486	0.000005	0.000000	0.318336	
342000	-114.282973	985	2	3	'1 1 Z 0 Z Z 0 0 	D	0.110665	0.110665	0.000000	0.759819	0.000000	0.000000	0.759819	0.759819	0.999982	0.000002	0.000013	0.000004	0.227442	
343000	-116.566569	992	1	1	'0 0 0 0 0 Z 0 0 	D	0.101818	0.101818	0.101818	0.101818	0.101818	0.000000	0.101818	0.101818	0.034397	0.000712	0.947696	0.017195	0.168453	
344000	-119.472534	353	1	2	'0 0 0 0 0 Z 0 Z 	D	0.193202	0.193202	0.193202	0.193202	0.193202	0.000000	0.193202	0.000000	0.122207	0.002714	0.875050	0.000030	0.473061	
345000	-120.715683	819	1	0	'0 0 0 0 0 0 0 0 	I	0.072563	0.072563	0.072563	0.072563	0.072563	0.072563	0.072563	0.072563	0.007889	0.000061	0.984388	0.007661	0.160498	
346000	-116.459490	810	1	1	'0 0 0 0 0 Z 0 0 	D	0.114447	0.114447	0.114447	0.114447	0.114447	0.000000	0.114447	0.114447	0.058729	0.002352	0.907203	0.031716	0.113165	
347000	-115.502139	418	1	2	'0 0 0 0 Z Z 0 0 	D	0.149132	0.149132	0.149132	0.149132	0.000000	0.000000	0.149132	0.149132	0.968456	0.015217	0.000002	0.016325	0.094265	
348000	-118.527112	729	1	1	'0 0 Z 0 0 0 0 0 	D	0.078290	0.078290	0.000000	0.078290	0.078290	0.078290	0.078290	0.078290	0.009414	0.000025	0.981474	0.009087	0.246047	
349000	-115.658567	428	1	1	'0 0 0 0 0 Z 0 0 	D	0.127134	0.127134	0.127134	0.127134	0.127134	0.000000	0.127134	0.127134	0.039852	0.000651	0.946563	0.012934	0.354882	
350000	-115.785515	403	1	3	'0 0 0 0 Z Z Z 0 	D	0.143263	0.143263	0.143263	0.143263	0.000000	0.000000	0.000000	0.143263	0.978600	0.021393	0.000008	0.000000	0.124126	
351000	-117.076948	717	1	1	'0 0 0 0 0 Z 0 0 	D	0.187644	0.187644	0.187644	0.187644	0.187644	0.000000	0.187644	0.187644	0.137212	0.005821	0.830880	0.026087	0.083195	
352000	-117.509822	821	1	2	'0 0 Z 0 0 Z 0 0 	D	0.117461	0.117461	0.000000	0.117461	0.117461	0.000000	0.117461	0.117461	0.041741	0.000013	0.951703	0.006543	0.180029	
353000	-119.861874	758	1	0	'0 0 0 0 0 0 0 0 	I	0.128403	0.128403	0.128403	0.128403	0.128403	0.128403	0.128403	0.128403	0.080501	0.000956	0.907759	0.010784	0.332901	
354000	-116.378619	529	1	1	'0 0 0 0 0 Z 0 0 	D	0.115059	0.115059	0.115059	0.115059	0.115059	0.000000	0.115059	0.115059	0.066492	0.002902	0.896610	0.033996	0.288404	
