Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin3.txt
Log File Name:                   DEP_pol3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1503661017
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
5566000	-119.512313	35	1	2	'0 0 0 0 Z Z 0 0 	D	0.122583	0.122583	0.122583	0.122583	0.000000	0.000000	0.122583	0.122583	0.976498	0.015658	0.000038	0.007806	0.221884	
5567000	-119.593587	400	1	2	'0 0 0 0 0 Z 0 Z 	D	0.126788	0.126788	0.126788	0.126788	0.126788	0.000000	0.126788	0.000000	0.037742	0.000090	0.962168	0.000000	0.281634	
5568000	-116.606759	874	1	1	'0 0 0 0 0 Z 0 0 	D	0.180525	0.180525	0.180525	0.180525	0.180525	0.000000	0.180525	0.180525	0.103166	0.004455	0.863712	0.028667	0.254194	
5569000	-119.317048	808	1	3	'0 0 0 0 0 Z Z Z 	D	0.183844	0.183844	0.183844	0.183844	0.183844	0.000000	0.000000	0.000000	0.171145	0.006721	0.822134	0.000000	0.386370	
5570000	-117.097723	661	1	2	'0 0 0 0 0 Z 0 Z 	D	0.105333	0.105333	0.105333	0.105333	0.105333	0.000000	0.105333	0.000000	0.330935	0.001978	0.667083	0.000004	0.448138	
5571000	-117.541197	821	1	2	'0 0 0 0 Z Z 0 0 	D	0.138735	0.138735	0.138735	0.138735	0.000000	0.000000	0.138735	0.138735	0.973341	0.011950	0.000022	0.014687	0.125831	
5572000	-116.087131	894	1	1	'0 0 0 0 0 Z 0 0 	D	0.121092	0.121092	0.121092	0.121092	0.121092	0.000000	0.121092	0.121092	0.233717	0.002438	0.756506	0.007339	0.141596	
5573000	-115.860836	477	1	1	'0 0 0 0 0 Z 0 0 	D	0.113015	0.113015	0.113015	0.113015	0.113015	0.000000	0.113015	0.113015	0.070998	0.001649	0.909089	0.018263	0.093894	
5574000	-115.739034	753	1	1	'0 0 0 0 0 Z 0 0 	D	0.168500	0.168500	0.168500	0.168500	0.168500	0.000000	0.168500	0.168500	0.122751	0.006427	0.835582	0.035240	0.344836	
5575000	-120.935391	245	1	1	'0 0 0 0 0 Z 0 0 	D	0.255724	0.255724	0.255724	0.255724	0.255724	0.000000	0.255724	0.255724	0.224133	0.023942	0.699379	0.052546	0.359295	
5576000	-116.175205	120	1	1	'0 0 0 0 0 Z 0 0 	D	0.155538	0.155538	0.155538	0.155538	0.155538	0.000000	0.155538	0.155538	0.112676	0.000909	0.881232	0.005182	0.245480	
5577000	-118.603751	756	1	0	'0 0 0 0 0 0 0 0 	I	0.104256	0.104256	0.104256	0.104256	0.104256	0.104256	0.104256	0.104256	0.010011	0.000029	0.987122	0.002839	0.054111	
5578000	-115.791515	435	1	1	'0 0 0 0 0 Z 0 0 	D	0.155691	0.155691	0.155691	0.155691	0.155691	0.000000	0.155691	0.155691	0.118302	0.000991	0.875085	0.005622	0.417862	
5579000	-113.022393	839	2	1	'1 1 0 0 1 Z 0 0 	D	0.115596	0.115596	0.487005	0.487005	0.115596	0.000000	0.487005	0.487005	0.068624	0.226838	0.270514	0.434024	0.188743	
5580000	-117.865504	40	1	1	'0 0 0 0 0 Z 0 0 	D	0.132326	0.132326	0.132326	0.132326	0.132326	0.000000	0.132326	0.132326	0.051615	0.000178	0.946304	0.001903	0.207854	
5581000	-117.341814	352	1	1	'0 0 0 0 0 Z 0 0 	D	0.165491	0.165491	0.165491	0.165491	0.165491	0.000000	0.165491	0.165491	0.122011	0.004058	0.851819	0.022111	0.376956	
5582000	-115.499806	507	1	2	'0 0 0 0 Z Z 0 0 	D	0.176920	0.176920	0.176920	0.176920	0.000000	0.000000	0.176920	0.176920	0.990137	0.008585	0.000000	0.001278	0.092001	
5583000	-117.933362	274	1	2	'0 0 0 0 Z Z 0 0 	D	0.107328	0.107328	0.107328	0.107328	0.000000	0.000000	0.107328	0.107328	0.988642	0.005853	0.000022	0.005483	0.229586	
5584000	-117.223019	358	1	2	'0 0 Z 0 0 Z 0 0 	D	0.125500	0.125500	0.000000	0.125500	0.125500	0.000000	0.125500	0.125500	0.052196	0.000000	0.947218	0.000586	0.252651	
5585000	-117.776095	740	1	2	'0 0 0 0 0 Z 0 Z 	D	0.124909	0.124909	0.124909	0.124909	0.124909	0.000000	0.124909	0.000000	0.053767	0.000120	0.946113	0.000000	0.178414	
5586000	-116.079756	36	1	1	'0 0 0 0 0 Z 0 0 	D	0.155510	0.155510	0.155510	0.155510	0.155510	0.000000	0.155510	0.155510	0.109412	0.001176	0.882651	0.006761	0.276810	
5587000	-115.763252	730	1	2	'0 0 0 0 Z Z 0 0 	D	0.092058	0.092058	0.092058	0.092058	0.000000	0.000000	0.092058	0.092058	0.970926	0.016964	0.000002	0.012108	0.429948	
5588000	-117.653739	257	1	1	'0 0 0 0 0 Z 0 0 	D	0.078756	0.078756	0.078756	0.078756	0.078756	0.000000	0.078756	0.078756	0.018386	0.000186	0.972769	0.008659	0.365562	
5589000	-115.562497	990	1	1	'0 0 0 0 0 Z 0 0 	D	0.102870	0.102870	0.102870	0.102870	0.102870	0.000000	0.102870	0.102870	0.030044	0.000451	0.957089	0.012416	0.213495	
5590000	-113.929778	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.185240	0.185240	0.185240	0.185240	0.185240	0.000000	0.185240	0.185240	0.456979	0.007472	0.527116	0.008434	0.115221	
5591000	-116.080195	538	1	1	'0 0 0 0 0 Z 0 0 	D	0.124206	0.124206	0.124206	0.124206	0.124206	0.000000	0.124206	0.124206	0.054927	0.000903	0.930971	0.013198	0.248233	
5592000	-118.301461	202	1	2	'0 0 0 0 0 Z 0 Z 	D	0.113353	0.113353	0.113353	0.113353	0.113353	0.000000	0.113353	0.000000	0.025021	0.000028	0.974951	0.000000	0.189149	
5593000	-118.193615	500	1	3	'0 0 0 0 Z Z Z 0 	D	0.192923	0.192923	0.192923	0.192923	0.000000	0.000000	0.000000	0.192923	0.978199	0.021798	0.000003	0.000000	0.251323	
5594000	-116.374800	323	1	1	'0 0 0 0 0 Z 0 0 	D	0.181002	0.181002	0.181002	0.181002	0.181002	0.000000	0.181002	0.181002	0.144166	0.003165	0.841009	0.011661	0.265749	
5595000	-118.868566	824	1	0	'0 0 0 0 0 0 0 0 	I	0.096677	0.096677	0.096677	0.096677	0.096677	0.096677	0.096677	0.096677	0.018468	0.000060	0.978296	0.003176	0.132656	
5596000	-118.936908	787	1	3	'0 0 0 0 Z Z Z 0 	D	0.178875	0.178875	0.178875	0.178875	0.000000	0.000000	0.000000	0.178875	0.960818	0.039167	0.000015	0.000000	0.436105	
5597000	-115.992219	714	1	1	'0 0 0 0 0 Z 0 0 	D	0.137586	0.137586	0.137586	0.137586	0.137586	0.000000	0.137586	0.137586	0.065267	0.001096	0.922276	0.011361	0.195098	
5598000	-116.055774	932	1	1	'0 0 0 0 0 Z 0 0 	D	0.155000	0.155000	0.155000	0.155000	0.155000	0.000000	0.155000	0.155000	0.093729	0.002742	0.883958	0.019570	0.293501	
5599000	-116.790227	593	1	1	'0 0 0 0 0 Z 0 0 	D	0.114100	0.114100	0.114100	0.114100	0.114100	0.000000	0.114100	0.114100	0.043915	0.001062	0.935705	0.019318	0.373191	
5600000	-116.409752	241	1	1	'0 0 0 0 0 Z 0 0 	D	0.126643	0.126643	0.126643	0.126643	0.126643	0.000000	0.126643	0.126643	0.083085	0.000269	0.914332	0.002314	0.185374	
5601000	-116.332333	393	1	1	'0 0 0 0 0 Z 0 0 	D	0.105163	0.105163	0.105163	0.105163	0.105163	0.000000	0.105163	0.105163	0.048580	0.001252	0.929418	0.020750	0.193611	
5602000	-113.591323	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.144422	0.144422	0.144422	0.144422	0.144422	0.000000	0.144422	0.144422	0.320940	0.007865	0.656464	0.014732	0.228247	
5603000	-117.409851	900	1	1	'0 0 0 0 0 Z 0 0 	D	0.159019	0.159019	0.159019	0.159019	0.159019	0.000000	0.159019	0.159019	0.106422	0.006001	0.847929	0.039647	0.260639	
5604000	-115.760369	520	1	1	'0 0 0 0 0 Z 0 0 	D	0.119634	0.119634	0.119634	0.119634	0.119634	0.000000	0.119634	0.119634	0.099272	0.001615	0.886487	0.012626	0.050610	
5605000	-115.514009	925	1	1	'0 0 0 0 0 Z 0 0 	D	0.129945	0.129945	0.129945	0.129945	0.129945	0.000000	0.129945	0.129945	0.042021	0.000393	0.951017	0.006570	0.426910	
5606000	-117.311367	293	2	1	'1 0 0 1 0 Z 1 0 	D	0.215577	0.222591	0.222591	0.215577	0.222591	0.000000	0.215577	0.222591	0.168877	0.008645	0.797542	0.024935	0.143309	
5607000	-117.304244	86	1	1	'0 0 0 0 0 Z 0 0 	D	0.136408	0.136408	0.136408	0.136408	0.136408	0.000000	0.136408	0.136408	0.070148	0.001365	0.913765	0.014721	0.306497	
5608000	-115.608100	838	1	1	'0 0 0 0 0 Z 0 0 	D	0.131239	0.131239	0.131239	0.131239	0.131239	0.000000	0.131239	0.131239	0.074604	0.000385	0.921505	0.003506	0.096860	
5609000	-116.749192	985	1	3	'0 0 0 0 Z Z Z 0 	D	0.135761	0.135761	0.135761	0.135761	0.000000	0.000000	0.000000	0.135761	0.969515	0.030448	0.000036	0.000001	0.339239	
5610000	-116.963280	871	1	3	'0 0 0 0 Z Z Z 0 	D	0.153668	0.153668	0.153668	0.153668	0.000000	0.000000	0.000000	0.153668	0.983162	0.016815	0.000023	0.000000	0.317395	
5611000	-118.087971	906	1	2	'0 0 0 0 Z Z 0 0 	D	0.134026	0.134026	0.134026	0.134026	0.000000	0.000000	0.134026	0.134026	0.954770	0.034090	0.000044	0.011096	0.341985	
5612000	-116.933321	333	1	1	'0 0 0 0 0 Z 0 0 	D	0.083335	0.083335	0.083335	0.083335	0.083335	0.000000	0.083335	0.083335	0.170951	0.000842	0.824565	0.003642	0.045606	
5613000	-117.797337	252	1	1	'0 0 0 0 0 Z 0 0 	D	0.088341	0.088341	0.088341	0.088341	0.088341	0.000000	0.088341	0.088341	0.011310	0.000006	0.988336	0.000348	0.256018	
5614000	-119.715905	189	1	0	'0 0 0 0 0 0 0 0 	I	0.103801	0.103801	0.103801	0.103801	0.103801	0.103801	0.103801	0.103801	0.016437	0.000075	0.979033	0.004455	0.039383	
5615000	-123.076009	783	1	1	'0 0 0 0 0 0 Z 0 	D	0.143682	0.143682	0.143682	0.143682	0.143682	0.143682	0.000000	0.143682	0.116336	0.005696	0.825873	0.052095	0.137540	
5616000	-119.604873	730	1	4	'0 0 0 0 Z Z Z Z 	D	0.090127	0.090127	0.090127	0.090127	0.000000	0.000000	0.000000	0.000000	0.991742	0.008256	0.000002	0.000000	0.342900	
5617000	-116.506093	670	1	1	'0 0 0 0 0 Z 0 0 	D	0.189271	0.189271	0.189271	0.189271	0.189271	0.000000	0.189271	0.189271	0.214326	0.004151	0.769658	0.011865	0.319404	
5618000	-117.040745	901	1	1	'0 0 0 0 0 Z 0 0 	D	0.104358	0.104358	0.104358	0.104358	0.104358	0.000000	0.104358	0.104358	0.025574	0.000032	0.973584	0.000811	0.234436	
5619000	-114.669919	411	1	2	'0 0 0 0 Z Z 0 0 	D	0.123859	0.123859	0.123859	0.123859	0.000000	0.000000	0.123859	0.123859	0.982754	0.005508	0.000004	0.011734	0.073703	
5620000	-119.767042	833	1	4	'0 0 0 0 Z Z Z Z 	D	0.155550	0.155550	0.155550	0.155550	0.000000	0.000000	0.000000	0.000000	0.995640	0.004346	0.000014	0.000000	0.355425	
5621000	-116.499981	868	1	1	'0 0 0 0 0 Z 0 0 	D	0.171846	0.171846	0.171846	0.171846	0.171846	0.000000	0.171846	0.171846	0.132193	0.007687	0.821292	0.038828	0.118918	
5622000	-116.432572	89	1	1	'0 0 0 0 0 Z 0 0 	D	0.106683	0.106683	0.106683	0.106683	0.106683	0.000000	0.106683	0.106683	0.026839	0.000219	0.967102	0.005840	0.101554	
5623000	-117.184364	151	1	1	'0 0 0 0 0 Z 0 0 	D	0.151717	0.151717	0.151717	0.151717	0.151717	0.000000	0.151717	0.151717	0.083683	0.002471	0.892801	0.021045	0.483660	
5624000	-117.929940	378	1	3	'0 0 0 0 0 Z Z Z 	D	0.129032	0.129032	0.129032	0.129032	0.129032	0.000000	0.000000	0.000000	0.043794	0.000077	0.956130	0.000000	0.448907	
5625000	-116.111180	678	1	1	'0 0 0 0 0 Z 0 0 	D	0.163225	0.163225	0.163225	0.163225	0.163225	0.000000	0.163225	0.163225	0.087827	0.001579	0.900045	0.010550	0.273501	
5626000	-117.909616	397	1	3	'0 0 0 0 Z Z Z 0 	D	0.124447	0.124447	0.124447	0.124447	0.000000	0.000000	0.000000	0.124447	0.976404	0.023577	0.000019	0.000000	0.123915	
5627000	-118.914512	779	1	3	'0 0 0 0 Z Z Z 0 	D	0.183995	0.183995	0.183995	0.183995	0.000000	0.000000	0.000000	0.183995	0.986723	0.013273	0.000004	0.000000	0.463922	
5628000	-113.346342	897	2	2	'0 0 1 1 Z Z 1 1 	D	0.093649	0.093649	0.630028	0.630028	0.000000	0.000000	0.630028	0.630028	0.018828	0.257349	0.000001	0.723822	0.316673	
5629000	-114.266990	28	2	1	'0 0 1 1 0 Z 1 0 	D	0.154574	0.154574	0.626573	0.626573	0.154574	0.000000	0.626573	0.154574	0.152799	0.051317	0.747563	0.048322	0.306942	
5630000	-114.662952	394	1	1	'0 0 0 0 0 Z 0 0 	D	0.120406	0.120406	0.120406	0.120406	0.120406	0.000000	0.120406	0.120406	0.054460	0.001034	0.929866	0.014640	0.421905	
5631000	-124.083241	680	1	3	'0 0 0 0 Z Z 0 Z 	D	0.106516	0.106516	0.106516	0.106516	0.000000	0.000000	0.106516	0.000000	0.994798	0.005022	0.000169	0.000011	0.353068	
5632000	-111.478715	293	2	1	'1 1 0 0 1 Z 0 0 	D	0.062652	0.062652	0.646205	0.646205	0.062652	0.000000	0.646205	0.646205	0.001059	0.108878	0.030354	0.859708	0.252923	
5633000	-115.304621	346	1	1	'0 0 0 0 0 Z 0 0 	D	0.126978	0.126978	0.126978	0.126978	0.126978	0.000000	0.126978	0.126978	0.125418	0.000714	0.869603	0.004265	0.192849	
5634000	-121.260844	367	1	3	'0 0 Z 0 Z Z 0 0 	D	0.138387	0.138387	0.000000	0.138387	0.000000	0.000000	0.138387	0.138387	0.999975	0.000000	0.000025	0.000000	0.108709	
5635000	-118.700420	925	1	1	'0 0 0 0 0 Z 0 0 	D	0.080096	0.080096	0.080096	0.080096	0.080096	0.000000	0.080096	0.080096	0.007587	0.000017	0.990533	0.001864	0.200721	
5636000	-116.637337	498	1	1	'0 0 0 0 0 Z 0 0 	D	0.165449	0.165449	0.165449	0.165449	0.165449	0.000000	0.165449	0.165449	0.111431	0.004429	0.857747	0.026393	0.186101	
5637000	-117.027172	286	1	1	'0 0 0 0 0 Z 0 0 	D	0.146034	0.146034	0.146034	0.146034	0.146034	0.000000	0.146034	0.146034	0.080517	0.001651	0.902710	0.015122	0.338183	
5638000	-117.322403	262	1	3	'0 0 0 0 Z Z Z 0 	D	0.145823	0.145823	0.145823	0.145823	0.000000	0.000000	0.000000	0.145823	0.993040	0.006944	0.000017	0.000000	0.319011	
5639000	-118.354256	804	1	3	'0 0 0 0 Z Z Z 0 	D	0.159338	0.159338	0.159338	0.159338	0.000000	0.000000	0.000000	0.159338	0.949491	0.050488	0.000020	0.000001	0.283576	
5640000	-121.018736	648	1	1	'0 0 0 0 0 0 0 Z 	D	0.090338	0.090338	0.090338	0.090338	0.090338	0.090338	0.090338	0.000000	0.002716	0.000000	0.997283	0.000000	0.181828	
5641000	-120.224035	339	1	4	'0 0 0 0 Z Z Z Z 	D	0.149588	0.149588	0.149588	0.149588	0.000000	0.000000	0.000000	0.000000	0.982932	0.017067	0.000002	0.000000	0.196499	
5642000	-114.430458	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.097585	0.097585	0.097585	0.097585	0.097585	0.000000	0.097585	0.097585	0.334815	0.003462	0.655337	0.006387	0.089894	
5643000	-113.642303	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.171108	0.171108	0.171108	0.171108	0.171108	0.000000	0.171108	0.171108	0.463639	0.006020	0.523720	0.006621	0.138871	
5644000	-116.762875	939	1	1	'0 0 0 0 0 Z 0 0 	D	0.160920	0.160920	0.160920	0.160920	0.160920	0.000000	0.160920	0.160920	0.114708	0.004839	0.852603	0.027850	0.097898	
5645000	-117.507087	327	1	2	'0 0 Z 0 0 Z 0 0 	D	0.106962	0.106962	0.000000	0.106962	0.106962	0.000000	0.106962	0.106962	0.037193	0.000206	0.939688	0.022913	0.188692	
5646000	-121.737782	473	1	3	'0 0 0 0 0 Z Z Z 	D	0.080312	0.080312	0.080312	0.080312	0.080312	0.000000	0.000000	0.000000	0.008883	0.000005	0.991112	0.000000	0.232426	
5647000	-117.103538	367	1	3	'0 0 0 0 Z Z Z 0 	D	0.134821	0.134821	0.134821	0.134821	0.000000	0.000000	0.000000	0.134821	0.993915	0.006063	0.000022	0.000000	0.458679	
5648000	-115.760874	938	1	1	'0 0 0 0 0 Z 0 0 	D	0.147822	0.147822	0.147822	0.147822	0.147822	0.000000	0.147822	0.147822	0.100364	0.000832	0.893588	0.005217	0.397518	
5649000	-114.595030	660	1	3	'0 0 0 0 Z Z Z 0 	D	0.103949	0.103949	0.103949	0.103949	0.000000	0.000000	0.000000	0.103949	0.981442	0.018556	0.000002	0.000000	0.374775	
5650000	-117.730823	367	1	1	'0 0 0 0 0 Z 0 0 	D	0.086671	0.086671	0.086671	0.086671	0.086671	0.000000	0.086671	0.086671	0.019736	0.000024	0.979273	0.000967	0.073838	
5651000	-117.105973	662	1	1	'0 0 0 0 0 Z 0 0 	D	0.098618	0.098618	0.098618	0.098618	0.098618	0.000000	0.098618	0.098618	0.026107	0.000049	0.972404	0.001440	0.112760	
5652000	-118.787086	359	1	3	'0 0 0 0 Z Z Z 0 	D	0.194073	0.194073	0.194073	0.194073	0.000000	0.000000	0.000000	0.194073	0.965414	0.034581	0.000006	0.000000	0.331215	
5653000	-115.991652	875	1	1	'0 0 0 0 0 Z 0 0 	D	0.105659	0.105659	0.105659	0.105659	0.105659	0.000000	0.105659	0.105659	0.022440	0.000133	0.972842	0.004584	0.098212	
5654000	-113.227517	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.121511	0.121511	0.121511	0.121511	0.000000	0.000000	0.000000	0.121511	0.983743	0.016255	0.000002	0.000000	0.219261	
5655000	-118.765340	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.322332	0.322332	0.322332	0.322332	0.322332	0.000000	0.322332	0.322332	0.285678	0.018966	0.659149	0.036207	0.458272	
5656000	-113.087080	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.130406	0.130406	0.130406	0.130406	0.000000	0.000000	0.000000	0.130406	0.981061	0.018937	0.000002	0.000000	0.462636	
5657000	-118.024144	770	1	2	'0 0 0 0 Z Z 0 0 	D	0.126217	0.126217	0.126217	0.126217	0.000000	0.000000	0.126217	0.126217	0.982869	0.011972	0.000034	0.005125	0.149000	
5658000	-116.714167	934	1	1	'0 0 0 0 0 Z 0 0 	D	0.154223	0.154223	0.154223	0.154223	0.154223	0.000000	0.154223	0.154223	0.104831	0.005269	0.854069	0.035832	0.302163	
5659000	-117.140854	473	1	1	'0 0 0 0 0 Z 0 0 	D	0.099223	0.099223	0.099223	0.099223	0.099223	0.000000	0.099223	0.099223	0.021937	0.000101	0.974386	0.003576	0.491101	
5660000	-114.955764	123	2	2	'0 0 0 1 Z Z 1 0 	D	0.131509	0.131509	0.131509	0.197617	0.000000	0.000000	0.197617	0.131509	0.980168	0.007797	0.000004	0.012031	0.312515	
5661000	-117.116219	444	1	1	'0 0 0 0 0 Z 0 0 	D	0.120201	0.120201	0.120201	0.120201	0.120201	0.000000	0.120201	0.120201	0.047892	0.000764	0.939513	0.011831	0.093374	
5662000	-115.705757	254	1	3	'0 0 0 0 Z Z Z 0 	D	0.138481	0.138481	0.138481	0.138481	0.000000	0.000000	0.000000	0.138481	0.978467	0.021531	0.000002	0.000000	0.201098	
5663000	-117.037127	826	1	1	'0 0 0 0 0 Z 0 0 	D	0.106996	0.106996	0.106996	0.106996	0.106996	0.000000	0.106996	0.106996	0.064348	0.000894	0.923387	0.011371	0.496280	
5664000	-117.604967	482	1	1	'0 0 0 0 0 Z 0 0 	D	0.118448	0.118448	0.118448	0.118448	0.118448	0.000000	0.118448	0.118448	0.045577	0.000166	0.951448	0.002810	0.309336	
5665000	-115.678643	596	1	1	'0 0 0 0 0 Z 0 0 	D	0.137886	0.137886	0.137886	0.137886	0.137886	0.000000	0.137886	0.137886	0.129018	0.002486	0.854662	0.013834	0.187168	
5666000	-115.414679	618	1	1	'0 0 0 0 0 Z 0 0 	D	0.135397	0.135397	0.135397	0.135397	0.135397	0.000000	0.135397	0.135397	0.077681	0.001293	0.908168	0.012859	0.119373	
5667000	-117.952325	899	1	2	'0 0 0 0 Z Z 0 0 	D	0.118966	0.118966	0.118966	0.118966	0.000000	0.000000	0.118966	0.118966	0.993225	0.001589	0.000043	0.005143	0.460728	
5668000	-118.260774	807	1	1	'0 0 0 0 0 Z 0 0 	D	0.106727	0.106727	0.106727	0.106727	0.106727	0.000000	0.106727	0.106727	0.042268	0.000327	0.951593	0.005813	0.202393	
5669000	-116.724520	623	1	1	'0 0 0 0 0 Z 0 0 	D	0.146988	0.146988	0.146988	0.146988	0.146988	0.000000	0.146988	0.146988	0.121956	0.012428	0.796540	0.069076	0.136758	
5670000	-117.554803	886	1	1	'0 0 0 0 0 Z 0 0 	D	0.145708	0.145708	0.145708	0.145708	0.145708	0.000000	0.145708	0.145708	0.078617	0.002592	0.894396	0.024395	0.073886	
5671000	-115.597740	456	1	2	'0 0 0 0 Z Z 0 0 	D	0.146729	0.146729	0.146729	0.146729	0.000000	0.000000	0.146729	0.146729	0.981202	0.007186	0.000006	0.011606	0.027077	
5672000	-120.152505	502	1	0	'0 0 0 0 0 0 0 0 	I	0.077341	0.077341	0.077341	0.077341	0.077341	0.077341	0.077341	0.077341	0.002790	0.000004	0.995821	0.001384	0.090662	
5673000	-121.313698	231	1	0	'0 0 0 0 0 0 0 0 	I	0.064056	0.064056	0.064056	0.064056	0.064056	0.064056	0.064056	0.064056	0.006884	0.000047	0.986373	0.006696	0.426628	
5674000	-118.583956	14	1	1	'0 0 0 0 0 Z 0 0 	D	0.183693	0.183693	0.183693	0.183693	0.183693	0.000000	0.183693	0.183693	0.147571	0.009846	0.801451	0.041133	0.208188	
5675000	-113.700721	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.134516	0.134516	0.134516	0.134516	0.134516	0.000000	0.134516	0.134516	0.086317	0.000146	0.912293	0.001244	0.180144	
5676000	-118.200422	871	1	3	'0 0 0 0 0 Z Z Z 	D	0.153356	0.153356	0.153356	0.153356	0.153356	0.000000	0.000000	0.000000	0.061500	0.000155	0.938345	0.000000	0.189218	
5677000	-115.880697	902	1	1	'0 0 0 0 0 Z 0 0 	D	0.118846	0.118846	0.118846	0.118846	0.118846	0.000000	0.118846	0.118846	0.065688	0.002860	0.897790	0.033662	0.103957	
5678000	-116.047262	13	1	1	'0 0 0 0 0 Z 0 0 	D	0.131068	0.131068	0.131068	0.131068	0.131068	0.000000	0.131068	0.131068	0.047820	0.000225	0.948760	0.003194	0.177237	
5679000	-115.559122	456	1	3	'0 0 0 0 Z Z Z 0 	D	0.136112	0.136112	0.136112	0.136112	0.000000	0.000000	0.000000	0.136112	0.992723	0.007269	0.000007	0.000000	0.279627	
5680000	-117.685923	303	1	1	'0 0 0 0 0 Z 0 0 	D	0.115679	0.115679	0.115679	0.115679	0.115679	0.000000	0.115679	0.115679	0.044452	0.001089	0.934497	0.019962	0.166580	
5681000	-115.634493	894	1	3	'0 0 0 0 Z Z Z 0 	D	0.148739	0.148739	0.148739	0.148739	0.000000	0.000000	0.000000	0.148739	0.982883	0.017114	0.000002	0.000000	0.157024	
5682000	-117.452302	897	1	1	'0 0 0 0 0 Z 0 0 	D	0.154375	0.154375	0.154375	0.154375	0.154375	0.000000	0.154375	0.154375	0.107777	0.004877	0.854616	0.032730	0.220914	
5683000	-116.793858	394	1	3	'0 0 0 0 0 Z Z Z 	D	0.148517	0.148517	0.148517	0.148517	0.148517	0.000000	0.000000	0.000000	0.073377	0.000675	0.925948	0.000000	0.141376	
5684000	-115.768046	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.189706	0.189706	0.189706	0.189706	0.000000	0.000000	0.189706	0.189706	0.929877	0.038376	0.000001	0.031746	0.099607	
5685000	-115.403820	37	1	1	'0 0 0 0 0 Z 0 0 	D	0.154583	0.154583	0.154583	0.154583	0.154583	0.000000	0.154583	0.154583	0.126462	0.000779	0.868883	0.003877	0.158274	
5686000	-114.528022	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.205143	0.205143	0.205143	0.205143	0.205143	0.000000	0.205143	0.205143	0.443100	0.009765	0.535516	0.011620	0.291203	
5687000	-120.192562	551	1	2	'0 0 Z 0 0 Z 0 0 	D	0.097152	0.097152	0.000000	0.097152	0.097152	0.000000	0.097152	0.097152	0.021820	0.000035	0.968259	0.009886	0.048590	
5688000	-116.210104	300	1	1	'0 0 0 0 0 Z 0 0 	D	0.142574	0.142574	0.142574	0.142574	0.142574	0.000000	0.142574	0.142574	0.108115	0.009277	0.822861	0.059747	0.296754	
5689000	-112.545009	661	2	2	'0 0 1 1 Z Z 1 1 	D	0.134130	0.134130	0.160940	0.160940	0.000000	0.000000	0.160940	0.160940	0.945445	0.028549	0.000001	0.026004	0.321063	
5690000	-114.384028	730	1	2	'0 0 0 0 Z Z 0 0 	D	0.108615	0.108615	0.108615	0.108615	0.000000	0.000000	0.108615	0.108615	0.959968	0.023296	0.000002	0.016734	0.159971	
5691000	-116.008678	668	1	1	'0 0 0 0 0 Z 0 0 	D	0.140581	0.140581	0.140581	0.140581	0.140581	0.000000	0.140581	0.140581	0.059989	0.000579	0.932448	0.006984	0.127618	
5692000	-119.435495	559	1	2	'0 0 Z 0 0 Z 0 0 	D	0.113184	0.113184	0.000000	0.113184	0.113184	0.000000	0.113184	0.113184	0.030769	0.000016	0.962408	0.006806	0.365789	
5693000	-119.224563	429	1	3	'0 0 0 0 0 Z Z Z 	D	0.174847	0.174847	0.174847	0.174847	0.174847	0.000000	0.000000	0.000000	0.083010	0.001035	0.915955	0.000000	0.482669	
5694000	-116.911388	133	1	1	'0 0 0 0 0 Z 0 0 	D	0.103289	0.103289	0.103289	0.103289	0.103289	0.000000	0.103289	0.103289	0.031941	0.000083	0.966038	0.001938	0.223286	
